Party,Criminal Case,Total Assets,Liabilities,state,Education,isDoctor,isAdvocate,isSC,isST
BJP,0,580000,800,ODISHA,Post Graduate,-0.0004280766768107636,0.0002629699292331683,0.0001647322000456878,-0.00014724720615711661
INC,5,5400,20000,KARNATAKA,Graduate,0.001174840359864326,0.0002614788495621889,-0.0001024318258315707,-5.384007709452343e-05
BJP,0,10000,500,ASSAM,Graduate Professional,0.000694812457417199,-0.0004634407003308273,-5.118457972332088e-05,0.00014117917258703113
AAP,2,30000,2400,MAHARASHTRA,Graduate Professional,0.0012733922525876627,0.0003067623614006064,0.00013133167229119062,-1.621954105632647e-05
BJP,0,0,100,HARYANA,Graduate,0.0010191325812485285,-2.3233972204425057e-05,4.009911668636622e-05,0.00014846457553546294
DMK,25,290000,400,TAMILNADU,12th Pass,-0.0002293636958928866,-0.0010871756808899184,0.00010257597192307472,0.00013188716428709512
DMK,9,30000,2900,TAMILNADU,Graduate Professional,0.0001444362319637465,4.239219220806798e-05,0.00011976926250381052,-7.76412973997896e-05
INC,4,0,7000,GUJARAT,12th Pass,0.0015868375313726592,0.00028607707910977443,-5.3540624277118436e-05,-0.00010749012921340185
SP,3,40000,0,UTTARPRADESH,Post Graduate,0.001119641748497402,-0.0006549289873455841,-0.00017938409835984478,0.0005090022671918007
AITC,6,0,0,WESTBENGAL,12th Pass,0.0023653600395362536,-0.0005464726081263063,8.901278101915764e-06,-3.860773967571838e-06
AAP,51,30000,98,TAMILNADU,Post Graduate,0.0017544203577376709,-0.0006612928125417772,-9.000595459061887e-06,0.00012039441443532715
INC,2,90000,10000,KARNATAKA,Doctorate,0.0003716340569795461,-0.00036979674140548804,-0.000180149799061268,9.311969338472739e-05
INC,8,3500,6400,TAMILNADU,10th Pass,0.001165368513357616,0.0002561162284915298,3.323868924590276e-05,7.823431921666591e-05
SHS,0,160000,3900,MAHARASHTRA,12th Pass,0.0011560491911368428,0.00038992231230844995,-0.00042815512317969295,-0.00015562999328527275
INC,0,40000,2800,KARNATAKA,Graduate,-0.0007633959381225954,-9.012741006010783e-06,-0.00014598768183003035,-3.334252373669036e-05
NCP,1,60000,30000,MAHARASHTRA,Graduate,0.0006745692960403392,0.8758282126250696,-3.726862414279731e-05,0.0002341705168142258
INC,0,10000,2700,KERALA,Post Graduate,0.000302531981480963,-0.0003886312681473158,-0.00018927887773953709,0.00018266677720735753
INC,4,0,300,JHARKHAND,12th Pass,0.0006527244288656112,-0.0005114461409502367,8.171338352148869e-06,8.338212366192602e-05
AITC,3,50000,0,WESTBENGAL,Graduate,-0.0009556727596218066,-0.0008999114663922025,-5.466709984019582e-05,8.30942560075537e-05
BJP,0,170000,80000,GUJARAT,5th Pass,0.0021315895442595104,-0.0009632254474843316,-0.0002944420388867528,-8.517205555605527e-05
INC,1,80000,10000,UTTARPRADESH,Graduate,-0.0011323919433190376,-4.0922418858509894e-05,-0.00018477961898798304,0.00010883905033372583
AITC,3,220000,90000,WESTBENGAL,12th Pass,-0.00024178416454506314,-0.0003135536355254565,-0.00014760406343872887,-4.7478906501473144e-05
AITC,3,2600,0,DELHI,12th Pass,-0.0011167011379203836,-0.0012284367880086827,9.380360529293726e-06,-7.615066564171389e-05
JD(U),0,0,8400,UTTARPRADESH,Doctorate,0.9892235316989005,0.0006633704179660956,-3.5210148095091817e-05,0.000304725075771359
BJP,0,30000,600,ASSAM,Graduate,0.0016282834961318408,-0.0001862830949451399,-0.00014992218343440209,-3.7690352379095934e-05
INC,0,170000,20000,KARNATAKA,Graduate Professional,-0.0004392181381641885,1.655494911431814e-05,-0.00041520551021606604,0.0001385675468987884
NDPP,0,80000,0,NAGALAND,Post Graduate,0.0009132030590966894,-0.0002833635524810922,-0.000278421907123282,-0.00031704677364340176
JD(U),0,50000,0,BIHAR,Post Graduate,0.0002119625946460497,0.000564558227967574,1.2904903395201865e-05,1.6175179675861405e-05
BJP,0,0,570000,MADHYAPRADESH,Post Graduate,0.9944711134607116,-0.0004898151061277871,-0.00042614387035680825,-0.00019775631240984641
BJP,0,2450000,40000,HIMACHALPRADESH,Post Graduate,0.0004043731660489768,-0.0005722264886467363,-0.00013475151112739503,0.0002203261911311415
BJP,6,370000,900,UTTARPRADESH,Post Graduate,0.0009450394316143629,0.00011798870838495658,-0.00016444374400952213,-8.233784280102071e-05
CPI(M),5,1430000,230000,UTTARPRADESH,Graduate,0.00027979375490581177,-0.00018172183098061402,-2.5405707664293706e-05,0.00012601503951058834
BJP,2,5000,800,KARNATAKA,12th Pass,-0.00043959547312750135,0.00022490761387057337,-0.0003322181758417474,0.0001612151664955159
INC,3,20000,2000,KERALA,Graduate,0.0013107572489590353,0.8370132582668327,-0.0002350773844588322,5.053343099876949e-07
BJP,1,80000,10000,UTTARPRADESH,Graduate,0.0010741994707466078,6.955769506607411e-05,-0.0001787862875620427,-0.0003604690818705088
BJP,0,210000,40000,KARNATAKA,Others,0.0004034436835323871,-0.0009765890378337343,5.332078919858798e-05,0.00018787193025779388
SHS,8,120000,3900,MAHARASHTRA,12th Pass,0.0007404597875650425,0.0004865273150888527,-0.00030159911502126427,7.525657109553311e-05
INC,0,6000,100,ODISHA,Post Graduate,0.0010379754749049973,-1.0534215210830232e-05,0.0002853722005728437,-0.00015201752271864263
NCP,0,0,40000,MAHARASHTRA,Graduate,-0.00010610786865652741,-3.9119243477468014e-05,-8.26429373805583e-05,-0.00010776767411884244
JD(U),1,40000,0,BIHAR,Post Graduate,0.00047121988605510216,-0.00014213624701874818,0.00024862760861968277,-0.00026706238478442214
AAP,0,1900,2800,JHARKHAND,12th Pass,-0.0002563525831597505,6.004522916576698e-05,0.00011094553163268631,5.33879354778044e-05
AITC,3,30000,0,UTTARPRADESH,Post Graduate,0.0009075078552698292,-0.0006345687822886186,4.337184517848735e-05,-0.00013180706988448926
AITC,6,80000,1200,WESTBENGAL,8th Pass,0.0007057911539125665,-0.00011254428920731094,-0.00019483583841518185,-0.00010534694480712857
AIADMK,0,0,10000,TAMILNADU,10th Pass,0.0010722923147858023,0.00011693672207601836,-0.00013266177264199767,-0.0001492949684426733
SP,3,50000,0,UTTARPRADESH,Post Graduate,0.0010239137638147458,-0.0005650594873371019,-0.00017049278550906223,2.510248436229514e-05
NCP,2,210000,10000,MAHARASHTRA,10th Pass,-0.00015807483657594718,-0.00013797076716494454,-0.00011554286394696254,1.2656851127153776e-05
INC,0,30000,0,ARUNACHALPRADESH,12th Pass,0.0008660029369425181,0.00011978363728699108,-0.0001336570018258003,0.0003329183650715953
BJP,0,30000,2100,GUJARAT,Graduate,0.0005739828225117322,-0.001008940514118421,-0.00013051571335759478,-3.154405658262189e-05
JD(S),3,560000,760000,KARNATAKA,Graduate,0.0013606510030128713,0.00021297867646029517,-0.00015257426595684188,-0.0002102488495423479
YSRCP,0,160000,2300,ANDHRAPRADESH,Post Graduate,-0.0001347677763388286,-0.0009961959863386404,-0.00015198201127065818,0.00023587508121322126
CPI(M),7,4300,570000,UTTARPRADESH,Post Graduate,0.0003688827164440493,-0.0008912943224523461,-0.00028434415607028697,-0.00031335671115875524
BJP,0,60000,1700,UTTARPRADESH,Post Graduate,0.0005406893571381753,-0.0007715992909672162,-3.523209697034563e-05,-7.86107122633921e-05
BJP,0,50000,0,ARUNACHALPRADESH,Post Graduate,-0.0008765974712532228,-4.520378072942794e-05,-0.00011737090659598619,-2.832348459874408e-06
INC,0,6800,3400,ODISHA,Graduate Professional,0.0011822639313104986,0.906084240146425,-0.0001320014891039075,-9.744156433541991e-06
JMM,1,5800,3000,JHARKHAND,10th Pass,-0.00014943215513815164,-0.00031950625255411423,-9.50122494906389e-05,0.0002150327957074418
INC,4,560000,3200,UTTARAKHAND,10th Pass,0.9617001649249817,-0.0005993215963907371,-0.00044210462769424464,0.0001643355711339923
CPI(M),10,20000,500,KERALA,10th Pass,-0.0005329288104573071,4.201350582840879e-05,-0.00022651133502171934,0.0002976878209823119
INC,0,70000,200,RAJASTHAN,Post Graduate,-0.0010569164369259156,0.00013048367586313367,-3.257243670485662e-06,8.748318944891611e-05
BJP,3,30000,98,PUNJAB,Graduate Professional,0.0006094409440360438,-0.00043472131282400075,-0.00014318233702222477,-0.0004771962838888103
BJP,0,6480000,40000,RAJASTHAN,Others,0.9814525370885004,-0.0005654373532882072,2.562760952697174e-05,0.00015613749120172847
SP,0,60000,10000,UTTARPRADESH,Post Graduate,0.939845161667204,-0.00038794694634643564,5.938411199039113e-05,-0.00015071847998908037
BJP,0,10000,1000,MADHYAPRADESH,Post Graduate,-0.0012710662369743034,-0.00033961565963440074,-0.00015180996545512945,-3.4289464650147504e-05
BJP,0,0,8400,UTTARAKHAND,Literate,0.0005585045391039097,8.587151836628161e-05,5.9773185037157905e-06,-0.00023214290846705962
INC,3,30000,2200,KARNATAKA,12th Pass,0.0010655133773148423,-0.00022305672801691817,0.00021413103730220562,-7.848409101188545e-05
BJP,2,0,10000,ARUNACHALPRADESH,Graduate,0.0009361952719399837,-0.00042316900368975227,-7.271453831206529e-05,-0.00024908516111453953
AITC,1,9300,50000,PUNJAB,Post Graduate,0.00015107099824289153,-0.0010085905146091688,4.615484264995121e-05,0.0003915883119025784
AAP,0,0,700,PUNJAB,Others,-0.0005121044664932759,-0.0003059165427189334,0.00012050740608326593,0.00019022526378661945
CPI(M),6,5900,400,HIMACHALPRADESH,Graduate,0.0003795126712598288,-0.00012774112950445957,-8.975540821683592e-06,-0.00015635400080594577
NPP,0,30000,5500,MEGHALAYA,Post Graduate,0.0002080588483945858,0.0003381510014871019,7.698859579417597e-05,-0.00013188116130322862
BJP,1,20000,2100,GUJARAT,8th Pass,0.0005610035599741772,-0.0001717847815832616,-3.462720324741074e-05,-0.00011323724892636605
BJP,7,60000,1700,UTTARPRADESH,Graduate Professional,0.0009870764581008796,-0.00041836933725195583,-4.227487063165712e-05,-4.2425980482361115e-05
BJP,1,20000,100,ODISHA,Post Graduate,0.0005383137050426307,-0.0005412372050512948,7.449091508133471e-05,-0.0003804423051238734
SHS,8,30000,10000,MAHARASHTRA,12th Pass,0.0009883127160309163,0.0002001528934365375,0.00036426299746561994,0.00024038564583265292
AAP,0,10000,60000,DELHI,12th Pass,0.0001895628992976957,0.0001395953741352741,0.00011653380315718314,3.3453355502096544e-05
INC,2,100000,10000,MAHARASHTRA,Graduate,0.0011526158284981165,-0.0004516726606803746,-0.0002716200348430647,-1.4503652169776382e-05
JMM,0,80000,600,JHARKHAND,12th Pass,0.0004911175184808823,-9.653011653751053e-06,0.0001924587312827559,5.297356946179366e-05
YSRCP,0,150000,80000,ANDHRAPRADESH,Post Graduate,-0.0010521539685032597,-0.00037702660160683974,0.00031142848719957245,0.00046621475588889906
BJP,0,9800,4100,JHARKHAND,Literate,0.0013083991865520744,-0.000329759115374919,-0.00019777825383722944,-0.00023954557069339984
YSRCP,2,100000,30000,ANDHRAPRADESH,Graduate,-0.00010698000396924194,0.0006138651026816091,-4.816149641261563e-05,0.0001252564589736519
INC,5,170000,340000,KARNATAKA,12th Pass,-0.00038250175353167834,0.00018485935508594597,-0.00017345818506040516,0.00013946281076068512
DMK,46,80000,2800,TAMILNADU,10th Pass,-0.000498444266148363,0.0005724620960108426,-0.0001486089599588326,-1.7551981900533075e-05
JD(U),0,40000,3000,BIHAR,Post Graduate,0.0006709703574061109,-6.827919642956963e-05,0.0003079357337082154,-0.00033187509712111907
BJP,0,230000,2400,RAJASTHAN,Graduate Professional,0.00036097163352627844,0.0005672079777884762,0.00033863141822351066,-8.65882905326887e-05
BJP,0,90000,2100,CHHATTISGARH,10th Pass,0.001287953061051696,-0.0005259271268610569,-0.0003019270596684227,3.1298072029705237e-05
BJP,6,6500,80000,ODISHA,Post Graduate,0.0014279318027995893,-0.0005502403535935109,-0.0002832803022049137,0.00010323990491785792
INC,19,0,3200,RAJASTHAN,Graduate Professional,-0.001138836114479421,0.00045113805909441666,-8.229132339999074e-05,0.00014040016998835534
BJP,0,220000,9700,GUJARAT,Graduate Professional,0.00017665978846556654,0.00012417491783147755,-0.0003297334171847478,7.404675385818013e-05
BJP,0,0,80000,MAHARASHTRA,5th Pass,0.0014076601284572176,0.0008155375427978233,-0.00030263931444897,-9.158718969700224e-05
SP,0,40000,3500,UTTARPRADESH,Graduate Professional,0.0014613909244868613,0.00030299665997254166,0.00023987697115261048,0.00010434840876868982
BJP,0,0,2600,UTTARPRADESH,Graduate Professional,-0.0002650742575597466,-0.00031116244727943465,-0.00016407266129467787,9.398158333755985e-05
BJP,1,210000,40000,MADHYAPRADESH,Others,0.0013605012898643793,-0.0008860278274792239,0.0001468180300500159,9.329081566427665e-05
AAP,5,7700,2800,HIMACHALPRADESH,10th Pass,-0.00015957682731273568,-0.0006496284375552307,0.00010071267105367389,-0.0002615122016712073
AITC,0,3400,800,WESTBENGAL,Post Graduate,0.0003863175916726005,-0.001197058649407677,-1.2134473295819304e-05,0.00013254661366365547
BJP,0,0,0,GOA,Post Graduate,0.0012493747777591218,-0.00034798294323021105,3.4096791956432345e-05,0.00018278871374812966
INC,0,40000,70000,KARNATAKA,Post Graduate,0.0027816369670088533,-0.00017933227421537367,-0.00024114172388499982,0.00010003648631142122
NDPP,0,70000,0,NAGALAND,Graduate,-0.00041117965249362664,-0.00018553216372201034,-0.00023191084770860751,0.00024071892315530568
IND,12,10000,100,WESTBENGAL,12th Pass,0.0017918182845762546,-0.0007396891021049321,0.0001652145092630908,-1.997801223429035e-05
YSRCP,16,0,2900,ANDHRAPRADESH,Graduate,0.001511627878263608,-0.0004352918435285381,5.8348988286637014e-05,0.00031493455748392367
INC,0,76,750000,ASSAM,Graduate Professional,0.0015083274422669174,0.0001786605907384689,0.00019074725525965609,7.623318432626586e-06
INC,5,90000,20000,KARNATAKA,12th Pass,-0.0012414589358139781,-0.0003883341511185658,0.00015537819566919506,0.00015731132032736566
CPI,0,50000,4000,TAMILNADU,Graduate,0.0003857356059033019,-0.00026167702855942076,-1.2477414230837815e-05,-0.00014124657581779021
CPI(M),0,5900,300,KERALA,12th Pass,0.0004841516805289455,-0.0008579725089084044,-5.051488580047224e-05,-0.00017978576203220252
DMK,10,130000,4600,TAMILNADU,Graduate,0.00010026547183836869,-0.0004962640683670581,0.0001701175915695352,0.0002771716777389568
BJP,0,110000,40000,ODISHA,Graduate Professional,1.0030071174093866,0.8274417713233697,-0.00038119826401028745,-0.00020634753565027038
IND,0,160000,630000,HIMACHALPRADESH,10th Pass,0.0016095195552784662,-0.0002701151784296344,-0.00011651501962702022,9.452874116603679e-05
BJP,0,3200,80000,HIMACHALPRADESH,Post Graduate,-0.0002728041024305367,-3.079087632409102e-05,8.06713519175656e-05,-1.5040610139189831e-05
BJD,0,0,400,MADHYAPRADESH,Post Graduate,-0.000197882390114052,-0.00010127579209474997,7.760252378439381e-05,-0.0002640196018554453
AAP,0,4500,2400,PUNJAB,Others,0.0008570491429077894,0.8704511797745407,-0.00026977856368298487,0.00022620172703247568
YSRCP,16,150000,10000,ANDHRAPRADESH,Post Graduate,0.00035688574564794083,6.298844393631359e-05,-1.8232745221361346e-05,-9.03461360895052e-05
BJP,0,0,8400,PUNJAB,12th Pass,-0.001075193810046691,0.0005735417987404129,-0.00018843056525517685,-0.00015504959560940602
JMM,0,700000,2300,JHARKHAND,12th Pass,0.0014607416320553113,-0.0002855913113591794,-8.848865200720083e-05,6.531432643521898e-05
BJP,0,270000,2800,MADHYAPRADESH,Post Graduate,0.0003693078005848184,0.0004323302361299772,-1.530930325018212e-05,-0.00018200010339611915
SP,0,40000,0,UTTARPRADESH,Post Graduate,0.0010022423036612593,-0.00045386953393953026,-2.3806147071801757e-05,0.00027748734829503337
BJP,0,500000,5400,MAHARASHTRA,12th Pass,0.000677317223051796,-1.070332546048014e-05,-0.0002445384594259761,-8.1799294711191e-06
YSRCP,0,0,60000,ANDHRAPRADESH,Post Graduate,-0.0010167283356959894,0.00021847954208636602,-0.00027046749173217997,-0.00015126093821108118
YSRCP,1,80000,10000,ANDHRAPRADESH,12th Pass,0.0013922534888951325,0.000680303238201641,-0.00030674338917576415,0.00027207635099136835
BJP,0,820000,9800,MAHARASHTRA,Graduate Professional,0.9722428797439833,-0.0002598583963044236,-0.00029161318859869577,-0.0002870075444606044
AIADMK,0,20000,10000,TAMILNADU,10th Pass,-0.000386151613912765,-8.527497869642208e-05,0.0002851229352328387,0.00016237043552711424
INC,0,20000,2100,KARNATAKA,8th Pass,0.0001573223956529938,7.123067077969544e-05,-0.00022217862555704205,-6.170156167769216e-05
BJP,1,270000,400,GUJARAT,Graduate,0.0015552959266956323,0.0001617027825932536,-0.00013677889603843713,0.0001066370798832115
SP,0,40000,0,UTTARPRADESH,Post Graduate,-0.0003639257974551522,-0.0006255816860170796,-0.00017929496224208515,-5.7574856595465805e-05
AITC,0,3000,0,WESTBENGAL,Graduate,-3.167357745365157e-05,-0.00038374833993170756,-0.00013794326636815563,0.00033847578751522976
BJP,0,50000,5500,PUNJAB,Graduate Professional,0.0009747872896469312,-0.0003941107182440486,0.00013961546232064514,1.5811855780425224e-05
BJP,0,20000,0,RAJASTHAN,Post Graduate,0.0007630616538945649,-0.00015874099897232778,2.8137152836033063e-05,0.0001809284590578869
INC,14,0,20000,UTTARAKHAND,12th Pass,-0.000657816924651024,-0.0003499780004414364,-0.00044839495041628985,0.00011929831873725157
AITC,0,0,0,WESTBENGAL,12th Pass,-0.00013029217445264418,0.0004287440538458296,0.00010791852329406836,0.00019799617853689914
AITC,0,1900,0,WESTBENGAL,10th Pass,0.00024959960872431887,-0.000307357046485688,-0.0002790451747434857,-0.00016091880082055838
INC,16,80000,1800,KARNATAKA,Graduate,0.0004060371586208019,-0.0011564318525358263,-0.0001416158412521588,0.00023745277858097362
INC,2,6200,8100,KARNATAKA,Doctorate,-0.0002394126689170264,0.9109275221486098,-3.944977034654894e-05,0.0001314854708232542
Sikkim Krantikari Morcha,0,10000,0,SIKKIM,Graduate,0.0020829189562670395,-0.00037458710652756494,-0.0004600720201746684,5.6038044314481624e-05
CPI(M),0,5300,120000,PUNJAB,Post Graduate,0.00016670117343072584,-0.00018236388430239783,0.00020136742746399057,0.00016866911476019942
INC,0,40000,600,RAJASTHAN,Graduate,0.0009269625327525121,5.4880645483527193e-05,-0.00035789864290780175,-0.00022036559036768465
BJD,0,9300,130000,ODISHA,Post Graduate,0.00040233304328702945,-0.0006605355054167431,-9.047131245407625e-05,-0.000139999131937145
BJP,0,1800,0,TRIPURA,Post Graduate,0.9850016730134301,0.00019253777873893234,-0.00014310840945664304,-9.924121756291362e-05
BJP,0,10000,1800,MADHYAPRADESH,Literate,-0.00014399698152494094,0.0006795238779570784,-0.00017021669293842807,-6.970389294559956e-05
AAP,12,10000,0,PUNJAB,Post Graduate,0.002081772815371664,-0.00015619652654346057,-1.3615861315245737e-05,4.760122288365618e-05
BJP,0,10000,200,CHHATTISGARH,Post Graduate,-0.0007316921709741065,-0.00044198335257731756,-0.00014062950482609388,-0.00017283913293507545
CPI(M),0,50000,100,TAMILNADU,10th Pass,-0.00022984668946501985,-0.0002292735511689071,-0.0002056060107374708,-0.00026532631589193373
AAP,0,150000,6300,PUNJAB,10th Pass,0.0013633770834704706,0.0007396010761894268,-0.00036033817809329096,5.536588887033289e-05
BJP,0,2300,10000,UTTARPRADESH,Post Graduate,-0.0005388063366270196,-0.00037085795401953513,-0.00028590171439539047,0.0001546017104508504
BJP,0,30000,0,ARUNACHALPRADESH,Graduate,-0.0002600440885341275,0.00023681717979065348,-0.00016788407938617394,8.320077545576547e-05
INC,5,40000,500,MAHARASHTRA,12th Pass,0.0012236943143364145,-0.00012879751331044666,-0.00032904618725009563,-0.0003310659902286612
AITC,0,20000,0,WESTBENGAL,Graduate,0.00298437202298507,-0.0006274444995217445,0.00023425856554284833,0.00014031362572963484
SHS,8,90000,30000,MAHARASHTRA,Graduate,-0.00039218921428040915,-0.00017905516626701222,-0.0001646268275695796,-6.196088164327998e-05
CPI(M),0,9800,1700,KERALA,Graduate,0.001534657037484749,-0.0006731922707820734,3.0900538667199196e-06,4.764370553871141e-05
RJD,0,160000,2000,BIHAR,Doctorate,1.0150931801337015,-0.0005204641040880545,-8.950288070941963e-05,-0.0003177775885179879
AITC,3,0,0,WESTBENGAL,12th Pass,0.00017535202724666465,-0.0003652142681908033,1.26608245662267e-05,-6.199206960226382e-05
DMK,3,130000,90000,TAMILNADU,12th Pass,0.002220537948925505,-0.0005445957676374515,-0.0001526012421448871,0.00015998544854737968
INC,5,40000,1500,KERALA,Graduate Professional,0.0009574264276513924,0.8916522297536156,-0.00017717653455835808,1.8256932181791193e-05
INC,3,7300,0,UTTARPRADESH,Graduate,-0.00035236792632793083,-0.001538797390131056,-0.00017852208179320868,-1.429600064414837e-06
BJP,0,260000,2400,UTTARPRADESH,12th Pass,-0.00013815318900456673,0.00027221041134745344,-1.2873369110225737e-05,-9.312164472687755e-05
AAP,1,0,9900,DELHI,Post Graduate,-0.0013134895940639564,0.0006144810148055844,-0.0004009911892072746,0.00017194646093221787
YSRCP,0,280000,80000,ANDHRAPRADESH,Post Graduate,-0.00013471914366103256,-0.0009440402836430613,0.0001082199237296881,9.019839267640377e-05
CPI(M),3,1900,0,MAHARASHTRA,Post Graduate,0.0003184510110810332,-0.0003297273108760071,-2.2692234204799833e-05,0.00014177319986646576
BJP,0,100000,130000,MAHARASHTRA,Post Graduate,-0.0004179819625644853,9.972676576313248e-05,-0.00017172546770977769,0.00041903851223714663
INC,5,40000,6400,KARNATAKA,12th Pass,0.0004406321003131162,-0.0003121902426664411,-0.0002383309421315087,-0.0001439310863697024
NCP,1,0,1400,PUNJAB,10th Pass,0.00011402213435674654,-0.0005061885722397807,-0.00024848721625506305,7.696346667808965e-05
INC,0,370000,30000,MADHYAPRADESH,12th Pass,0.00015658894981407674,0.00010811381465484675,7.932616218051349e-05,-0.00015881386867872474
SP,0,0,570000,UTTARPRADESH,Post Graduate,0.0002555813678545762,-0.001324154377759894,-0.00034248071618590625,-0.00010513984186373432
BJP,2,90000,40000,UTTARPRADESH,Graduate,0.0009035325053317341,-0.0007483028705673096,-6.144140010270369e-05,0.00015427358705479268
AIADMK,5,2410000,61,TAMILNADU,10th Pass,0.0021394019361734135,-0.0003296477996287274,0.0001582949755199418,0.00015906535348422874
BJP,0,210000,120000,UTTARAKHAND,Post Graduate,0.0008859575952993225,-0.0009271549451240517,0.00014384933853977844,-1.682384825943569e-05
BJP,0,0,5300,MADHYAPRADESH,Post Graduate,0.0016026139559860621,-7.360276510106355e-05,-0.000208840159258837,-6.888521553916094e-05
BJP,1,20000,4100,JHARKHAND,Post Graduate,-0.0003932692934458306,0.0002704035745109796,-0.00018062092157672622,-0.00023799858834483537
YSRCP,1,0,8100,ANDHRAPRADESH,10th Pass,9.871679614044233e-05,-0.00022695489818337538,-6.961389287482689e-05,0.00014463394193729742
INC,0,30000,2500,HARYANA,10th Pass,0.000852872595846855,-5.1672531705418676e-05,8.47458883887586e-05,6.718331747791262e-05
INC,8,1750000,5800,MADHYAPRADESH,12th Pass,0.0003875379867556268,0.0002888109908358161,-8.101151107283954e-05,0.00023615684906140667
BJP,0,10000,110000,KARNATAKA,Post Graduate,0.0007576089307518769,-0.00043439869218763274,-0.000391362432876892,0.00011492623982751432
BJP,0,180000,0,MANIPUR,Post Graduate,-0.0011085518914223736,-0.0002538981281934804,-2.3529853408655922e-05,-0.00020257198650455727
INC,6,0,900,WESTBENGAL,Graduate,-0.0006377841568323589,-0.00011434189036234954,-0.0003706404006930834,-0.00021228275878821265
SHS,2,130000,2800,MAHARASHTRA,10th Pass,0.001099823068874716,-9.022049389028408e-05,-0.00022966804058248522,-0.0001535733978249448
BJP,0,250000,900,PUNJAB,Post Graduate,0.0006776062481402338,-6.893250603111277e-05,0.00011169460123860842,-0.00015722799354883166
DMK,173,9800,8200,TAMILNADU,Post Graduate,0.0005327599415883532,-0.0003647360005373547,-8.631913937764209e-05,0.00013218592817645092
TDP,0,140000,1600,ANDHRAPRADESH,Graduate,-0.00018510484676771878,0.00013979190193515417,-3.731050724425297e-05,7.138856408168261e-05
AIADMK,5,4400,0,MAHARASHTRA,12th Pass,-0.0006876862238212102,-0.0003866005058854252,-0.00010116413119021453,9.321090745844083e-05
Tipra Motha Party,0,30000,100,TAMILNADU,Post Graduate,0.0010315014253694855,-0.0005970556758644862,-6.373146024512996e-05,-2.554140600834043e-05
AITC,0,2300,0,WESTBENGAL,Post Graduate,0.0005735889018374946,-0.00048174163909385856,4.498026873723381e-05,0.00010944597732538969
BJP,0,30000,1200,KARNATAKA,12th Pass,0.0008011891110591961,-0.0003402478865661905,-1.6302419798882525e-06,-0.00011912777739162487
BJP,0,10000,10000,GUJARAT,5th Pass,0.0021664045980137572,-5.149227183172142e-05,-0.0001061680949066735,6.132613313023485e-05
INC,5,0,0,MAHARASHTRA,Post Graduate,1.6596434747675602e-05,-0.00031189987659264876,-0.0001485368645694682,1.3354731517052993e-05
BJP,0,2450000,0,ASSAM,Graduate Professional,0.0024625400971864985,-0.0001893186055839174,0.00017299757893851953,-0.0002761893035801586
SP,3,8300,0,UTTARPRADESH,12th Pass,-0.000848266105220013,0.0008370102302212091,-9.070076645774763e-05,-4.749294946187052e-05
AAP,0,870000,2300,PUNJAB,Others,-0.00023656360119621428,-0.0009363109652907549,-0.000441436911181094,-0.00010244175384334992
DMK,10,10000,4600,TAMILNADU,12th Pass,0.0011144143179413664,-0.0005786121044253207,2.1834623053743186e-05,-0.00011593126296142172
JD(U),0,110000,1200,BIHAR,Post Graduate,-0.0004849931742702414,-0.00022835789664480934,0.00014354247136698996,0.0001926091186899921
NCP,0,110000,10000,MAHARASHTRA,Graduate,-0.0005426262306644139,0.0005740672105626495,2.4856507257249287e-05,-4.770714277826838e-05
INC,0,0,300,HARYANA,Post Graduate,0.0018871929494411984,-0.00015689183739879965,-0.00010524869994337795,6.627580186854644e-05
Sikkim Krantikari Morcha,3,390000,100,UTTARPRADESH,Post Graduate,1.4622815465852359e-05,-0.0003830980729480586,-5.833812184313674e-05,-0.00014290287801398805
BJD,0,880000,2500,ODISHA,Post Graduate,0.0016104546199108393,0.0002715606319327736,3.0014291849384213e-05,-8.1340207954949e-06
AIADMK,0,0,10000,TAMILNADU,Graduate,-0.0016961077287724869,-8.560589738159228e-05,5.816154772216034e-05,-3.770830919559982e-05
BJP,7,50000,10000,MAHARASHTRA,10th Pass,0.0001625686809094631,0.00013032516906652238,-0.00024174269258002198,0.00025495554308927864
INC,6,10000,1600,BIHAR,12th Pass,0.0008423005504624396,-0.0009633783941194291,1.708764998127869e-05,-9.413904622205804e-05
BJP,0,0,5300,UTTARAKHAND,Graduate,0.0007089768151832942,0.9320162871213025,-0.00022677725380083785,2.882489108786751e-05
CPI(M),13,8800,0,ODISHA,12th Pass,-4.193236674883204e-05,8.800788185399924e-06,0.0002850020711854621,-0.00010674684660309298
INC,1,350000,61,ODISHA,Graduate Professional,0.0006008594249172272,0.00023412924956893488,7.95203952031617e-05,0.00011114625175080316
NCP,1,0,1500,MAHARASHTRA,10th Pass,-0.0003014403764787479,-0.00024787093186519256,-0.00022026662306046623,-0.0001999435733155266
BJP,0,140000,40000,JHARKHAND,Post Graduate,-0.0014142767426470202,0.0005078860988999798,-9.139250980210591e-05,-0.00015258201174247606
INC,0,230000,0,TRIPURA,12th Pass,-0.00012806012128164905,0.00021159356802949913,-0.00010562173400037237,0.0001706311520528238
DMK,99,130000,90000,TAMILNADU,12th Pass,0.0005993267927822898,-0.00037899938066670463,-2.4218846626720523e-05,-7.771188831925198e-05
AITC,0,6900,0,JHARKHAND,Post Graduate,0.0014231075696713594,-0.0003239270403975617,-0.00013572561814960285,8.51961754856479e-06
