Party,Criminal Case,Total Assets,Liabilities,state,Education
BJP,0,30000,1500,GUJARAT,Literate
SHS,12,0,10000,MAHARASHTRA,10th Pass
BJP,18,40000,8200,JHARKHAND,10th Pass
BJP,0,90000,3900,MADHYAPRADESH,Graduate Professional
YSRCP,2,280000,50000,ANDHRAPRADESH,Post Graduate
SP,0,170000,4400,ANDHRAPRADESH,Graduate
BJP,0,6000,9100,GUJARAT,Graduate Professional
IND,9,20000,3000,MAHARASHTRA,Graduate
JD(U),1,50000,1700,BIHAR,Graduate
DMK,21,120000,1700,TAMILNADU,Post Graduate
INC,0,20000,120000,KARNATAKA,Others
BJP,2,2300,2800,WESTBENGAL,Graduate
INC,0,20000,1100,MEGHALAYA,12th Pass
AAP,1,70000,1700,PUNJAB,Post Graduate
INC,0,20000,3200,HIMACHALPRADESH,Post Graduate
BJP,0,300000,30000,GUJARAT,Post Graduate
INC,3,5800,40000,JHARKHAND,Graduate Professional
SHS,0,20000,3900,MAHARASHTRA,Graduate Professional
BJP,1,10000,2100,MAHARASHTRA,12th Pass
DMK,49,30000,900,TAMILNADU,Graduate Professional
YSRCP,0,90000,500,MADHYAPRADESH,Post Graduate
IND,0,640000,20000,UTTARAKHAND,10th Pass
BJP,0,230000,1200,PUDUCHERRY,Graduate Professional
NDPP,0,10000,0,NAGALAND,Post Graduate
YSRCP,0,0,0,ANDHRAPRADESH,Graduate Professional
DMK,0,460000,73,TAMILNADU,Graduate Professional
AAP,0,480000,60000,PUNJAB,10th Pass
BJP,0,320000,130000,RAJASTHAN,Post Graduate
SP,0,30000,8700,UTTARPRADESH,Graduate
BJP,6,60000,50,WESTBENGAL,Graduate
DMK,29,370000,4100,TAMILNADU,10th Pass
BJP,0,5700,8400,WESTBENGAL,10th Pass
SHS,0,10000,1100,MAHARASHTRA,Graduate
BJP,0,20000,400,MADHYAPRADESH,Graduate Professional
BJD,4,20000,1100,ODISHA,12th Pass
AAP,0,1800,2200,TRIPURA,12th Pass
NCP,1,230000,6600,MAHARASHTRA,Graduate Professional
DMK,99,1210000,90000,TAMILNADU,12th Pass
AITC,0,30000,1500,WESTBENGAL,Graduate
JMM,1,70000,0,JHARKHAND,10th Pass
BJP,2,120000,1900,BIHAR,Post Graduate
INC,1,40000,4000,RAJASTHAN,Post Graduate
RJD,1,60000,1500,BIHAR,Doctorate
JD(U),1,60000,1900,BIHAR,Graduate
DMK,1,120000,1400,TAMILNADU,Post Graduate
JD(U),7,0,0,BIHAR,Graduate Professional
BJD,0,4200,1600,ODISHA,8th Pass
AITC,0,80000,300,WESTBENGAL,Graduate
DMK,0,410000,130000,TAMILNADU,10th Pass
DMK,0,30000,2000,TAMILNADU,8th Pass
CPI(M),7,150000,0,KERALA,12th Pass
BJP,0,100000,10000,KARNATAKA,12th Pass
BJP,0,30000,3500,UTTARPRADESH,Graduate
Sikkim Krantikari Morcha,0,3900,200,SIKKIM,Graduate
BJP,0,40000,10000,MAHARASHTRA,Doctorate
AAP,11,0,500,PUNJAB,Post Graduate
BJD,29,2300,800,TAMILNADU,10th Pass
JD(U),1,20000,3100,BIHAR,Graduate
YSRCP,0,280000,8100,ANDHRAPRADESH,Doctorate
RJD,5,60000,0,BIHAR,Doctorate
BJP,0,3200,0,TRIPURA,10th Pass
INC,0,80000,7200,GOA,Graduate
AITC,0,0,300,WESTBENGAL,10th Pass
SP,4,50000,0,UTTARPRADESH,Post Graduate
BJP,0,160000,10000,UTTARPRADESH,Graduate
BJP,1,1200,8400,MAHARASHTRA,Graduate Professional
IND,0,270000,20000,HARYANA,Graduate
INC,0,20000,2300,RAJASTHAN,12th Pass
AAP,2,140000,30000,DELHI,Post Graduate
INC,4,800,5900,RAJASTHAN,Post Graduate
AAP,5,7600,9900,PUNJAB,Others
JD(U),1,10000,0,BIHAR,12th Pass
BJP,0,40000,300,MADHYAPRADESH,Others
BJP,0,5800,400,JHARKHAND,Graduate
BJP,0,20000,0,BIHAR,Doctorate
BJP,0,40000,1500,BIHAR,5th Pass
DMK,23,30000,900,TAMILNADU,Graduate Professional
SP,0,50000,2500,UTTARPRADESH,12th Pass
BJP,0,40000,9800,KARNATAKA,10th Pass
JMM,3,10000,0,JHARKHAND,10th Pass
IND,0,180000,0,UTTARAKHAND,10th Pass
AITC,0,30000,0,WESTBENGAL,Graduate Professional
AITC,0,80000,0,WESTBENGAL,Graduate Professional
BJP,0,20000,300,BIHAR,Graduate
JD(U),0,40000,0,BIHAR,Doctorate
BJD,0,130000,20000,ODISHA,Graduate
JD(U),1,60000,1900,BIHAR,12th Pass
INC,18,70000,100,MADHYAPRADESH,12th Pass
BJP,0,50000,1400,RAJASTHAN,12th Pass
AIADMK,1,30000,4300,MANIPUR,Graduate
AIADMK,9,0,0,TAMILNADU,10th Pass
BJP,0,40000,4100,RAJASTHAN,Graduate
BJP,0,0,300,MAHARASHTRA,Others
AAP,2,0,2800,DELHI,Post Graduate
BJP,0,0,50000,ARUNACHALPRADESH,12th Pass
INC,13,30000,3400,ODISHA,Graduate Professional
AAP,0,0,300,PUNJAB,Others
SHS,1,0,4000,MAHARASHTRA,10th Pass
BJP,0,60000,10000,MAHARASHTRA,12th Pass
BJP,2,780000,30,BIHAR,Graduate
BJP,6,340000,100,MAHARASHTRA,10th Pass
BJP,0,6000,0,WESTBENGAL,8th Pass
SP,3,60000,4100,UTTARPRADESH,Graduate
RJD,5,2200,0,BIHAR,Graduate
SP,0,30000,400,UTTARPRADESH,Graduate
AAP,0,60000,400,PUNJAB,Graduate
INC,0,20000,1700,BIHAR,10th Pass
NCP,0,230000,110000,MAHARASHTRA,Graduate
BJP,0,110000,40000,MAHARASHTRA,Graduate Professional
BJP,0,170000,400,GUJARAT,Literate
BJP,0,50000,2000,UTTARPRADESH,Graduate
BJP,0,50000,10000,KARNATAKA,Graduate
BJP,0,2500,3600,JHARKHAND,Graduate
CPI,25,50000,300,KERALA,Graduate Professional
BJP,0,30000,2500,TRIPURA,Graduate Professional
DMK,0,280000,100,RAJASTHAN,8th Pass
SP,1,60000,0,UTTARPRADESH,12th Pass
BJP,0,20000,400,MADHYAPRADESH,Graduate
JD(S),2,40000,10000,KARNATAKA,Graduate
BJP,7,60000,10000,BIHAR,Doctorate
BJP,0,20000,0,NAGALAND,Graduate
JD(U),1,30000,1900,BIHAR,Post Graduate
BJP,0,1100,0,HARYANA,10th Pass
BJD,5,10000,6000,ODISHA,12th Pass
BJP,1,30000,4300,MANIPUR,Post Graduate
BJP,7,30000,10000,BIHAR,12th Pass
INC,0,130000,40000,ASSAM,Graduate
NCP,1,150000,9700,MAHARASHTRA,Graduate Professional
NDPP,0,90000,0,NAGALAND,Post Graduate
BJP,0,30000,5600,MADHYAPRADESH,Doctorate
INC,0,10000,6900,RAJASTHAN,Graduate Professional
AAP,0,4500,0,PUNJAB,8th Pass
AITC,0,20000,3000,MANIPUR,Graduate
IND,1,0,0,ARUNACHALPRADESH,10th Pass
IND,0,710000,120000,KARNATAKA,10th Pass
DMK,0,20000,800,RAJASTHAN,Graduate Professional
IND,1,0,20000,UTTARAKHAND,10th Pass
INC,19,14130000,2650000,KARNATAKA,10th Pass
BJP,0,80000,0,NAGALAND,Graduate
NCP,0,120000,40000,MAHARASHTRA,Graduate Professional
AAP,11,0,10000,PUNJAB,Post Graduate
DMK,1,0,1700,TAMILNADU,Post Graduate
RJD,5,60000,320000,BIHAR,Graduate Professional
INC,1,40000,220000,MAHARASHTRA,Graduate
BJP,0,170000,0,RAJASTHAN,10th Pass
IND,14,560000,4100,KARNATAKA,12th Pass
DMK,0,90000,1700,TAMILNADU,Graduate Professional
IND,1,450000,190000,RAJASTHAN,Graduate
YSRCP,15,150000,6500,ANDHRAPRADESH,Post Graduate
INC,18,630000,8200,MAHARASHTRA,5th Pass
INC,0,3600,1500,KERALA,Graduate
BJP,0,240000,1200,GUJARAT,Graduate
BJP,0,0,200,GOA,Others
BJP,0,0,100,WESTBENGAL,Graduate
IND,0,0,7200,GOA,10th Pass
CPI(M),22,290000,100,GUJARAT,8th Pass
Sikkim Krantikari Morcha,0,6200,300,SIKKIM,Graduate
BJP,4,800,0,WESTBENGAL,Post Graduate
AITC,0,2960000,91,ODISHA,12th Pass
BJD,0,2000,700,ODISHA,Graduate Professional
INC,5,14130000,420000,KARNATAKA,Post Graduate
AITC,0,20000,2200,WESTBENGAL,Graduate
INC,6,660000,570000,MAHARASHTRA,Post Graduate
INC,13,30000,3400,PUDUCHERRY,Graduate Professional
SHS,18,40000,5000,MAHARASHTRA,10th Pass
INC,0,130000,100,MADHYAPRADESH,Post Graduate
BJP,0,20000,4700,KARNATAKA,8th Pass
DMK,6,0,0,TAMILNADU,Post Graduate
JD(U),0,0,4800,UTTARAKHAND,Graduate
NCP,0,230000,3900,MAHARASHTRA,Graduate
INC,1,780000,430000,MAHARASHTRA,Graduate
INC,2,7700,700,PUNJAB,Post Graduate
SP,2,50000,2800,MAHARASHTRA,Graduate Professional
SP,2,600,0,UTTARPRADESH,Graduate
INC,0,10000,0,JHARKHAND,Post Graduate
BJP,0,50000,100,MADHYAPRADESH,Post Graduate
NCP,1,30000,10000,ODISHA,Graduate Professional
NPP,0,20000,1100,MADHYAPRADESH,12th Pass
INC,8,9300,100000,KERALA,10th Pass
BJP,0,20000,2100,MAHARASHTRA,8th Pass
INC,1,0,0,JHARKHAND,10th Pass
INC,0,30000,4100,RAJASTHAN,8th Pass
INC,4,510000,1100,WESTBENGAL,12th Pass
BJD,0,0,40000,ODISHA,Graduate Professional
AAP,1,1500,0,DELHI,Post Graduate
BJP,2,7700,2100,MAHARASHTRA,Literate
INC,1,30000,200,CHHATTISGARH,Graduate
DMK,5,30000,30000,BIHAR,12th Pass
BJP,1,30000,4300,WESTBENGAL,Graduate
BJP,10,20000,600,MADHYAPRADESH,Post Graduate
YSRCP,7,150000,60000,ANDHRAPRADESH,Post Graduate
BJP,0,630000,100,GOA,Graduate
BJP,0,40000,40000,BIHAR,Doctorate
IND,0,3500,0,MEGHALAYA,12th Pass
BJP,0,40000,10000,RAJASTHAN,Graduate
BJD,19,300000,30000,ODISHA,Post Graduate
BJP,0,6500,3000,GUJARAT,Graduate
AITC,1,80000,60000,WESTBENGAL,Post Graduate
BJP,0,10000,400,CHHATTISGARH,10th Pass
NCP,8,20000,3200,TAMILNADU,Graduate Professional
INC,13,0,1800,KARNATAKA,10th Pass
BJP,0,40000,4100,RAJASTHAN,Literate
BJP,0,20000,3700,MADHYAPRADESH,Graduate
NCP,3,30000,3100,JHARKHAND,Post Graduate
IND,0,6900,0,MAHARASHTRA,Graduate
IND,1,20000,7200,GOA,Graduate
Sikkim Krantikari Morcha,0,1400,0,SIKKIM,Graduate
YSRCP,7,280000,50000,ANDHRAPRADESH,Post Graduate
BJP,0,820000,9700,PUNJAB,10th Pass
IND,0,0,3800,UTTARAKHAND,Doctorate
JD(U),4,0,1100,MAHARASHTRA,12th Pass
BJP,3,2500,1100,TRIPURA,Graduate
IND,0,190000,50000,KARNATAKA,Post Graduate
BJP,0,1150000,84,GUJARAT,10th Pass
YSRCP,0,270000,50000,ANDHRAPRADESH,Post Graduate
AITC,1,3400,0,WESTBENGAL,Graduate
IND,0,80000,3000,GOA,Graduate
BJP,0,540000,180000,GUJARAT,Graduate Professional
BJP,0,20000,100,WESTBENGAL,12th Pass
BJP,3,60000,300,MADHYAPRADESH,12th Pass
CPI(M),0,9800,2200,TRIPURA,12th Pass
INC,51,3000,0,ODISHA,12th Pass
INC,4,240000,0,MADHYAPRADESH,Post Graduate
SP,0,8800,10000,UTTARPRADESH,12th Pass
Tipra Motha Party,1,1300,0,TRIPURA,Post Graduate
BJP,0,40000,10000,KARNATAKA,10th Pass
TDP,0,410000,30000,ANDHRAPRADESH,Post Graduate
DMK,29,20000,1700,TAMILNADU,12th Pass
Sikkim Krantikari Morcha,0,1400,0,SIKKIM,Graduate Professional
YSRCP,16,50000,0,TAMILNADU,10th Pass
IND,0,0,6100,MAHARASHTRA,10th Pass
BJP,0,530000,1800,MAHARASHTRA,Literate
BJP,0,3600,330000,MADHYAPRADESH,Graduate
AITC,0,1900,400,WESTBENGAL,Graduate
INC,7,190000,100,KARNATAKA,12th Pass
SP,1,30000,1400,UTTARPRADESH,Graduate Professional
CPI(M),3,20000,0,KERALA,Graduate Professional
TDP,0,30000,7100,ANDHRAPRADESH,Post Graduate
BJP,0,250000,20000,RAJASTHAN,Graduate Professional
INC,0,320000,40000,KARNATAKA,Graduate
YSRCP,0,260000,70000,ANDHRAPRADESH,12th Pass
INC,7,50000,10000,MAHARASHTRA,Graduate
CPI(M),0,20000,500,TRIPURA,Graduate
JMM,0,270000,700,JHARKHAND,12th Pass
BJD,0,330000,0,ODISHA,Post Graduate
INC,0,30000,400,HARYANA,Graduate Professional
Sikkim Krantikari Morcha,0,6200,200,SIKKIM,Graduate
INC,1,20000,6300,MANIPUR,Graduate
INC,2,4410000,79,KARNATAKA,Post Graduate
BJP,4,800,0,WESTBENGAL,10th Pass
BJP,0,20000,1600,MANIPUR,Graduate
DMK,6,10000,0,TAMILNADU,8th Pass
DMK,15,90000,1200,TAMILNADU,Post Graduate
AAP,0,30000,9300,PUNJAB,Post Graduate
AITC,1,30000,6300,WESTBENGAL,Graduate
SHS,1,5000,320000,MAHARASHTRA,10th Pass
INC,0,3500,0,NAGALAND,Graduate Professional
BJP,0,10000,700,MADHYAPRADESH,Graduate
BJP,0,50000,0,UTTARPRADESH,Graduate
AAP,4,5300,0,PUNJAB,10th Pass
BJD,0,10000,100,ODISHA,10th Pass
RJD,8,20000,5400,BIHAR,10th Pass
INC,13,170000,210000,ODISHA,Graduate Professional
BJD,18,70000,8200,ODISHA,10th Pass
BJP,0,30000,0,MAHARASHTRA,5th Pass
INC,0,8600,280000,KARNATAKA,Graduate
BJP,0,0,2600,ASSAM,Graduate
BJD,0,2000,0,ODISHA,12th Pass
CPI(M),0,9800,0,TRIPURA,12th Pass
NPP,1,30000,0,MANIPUR,12th Pass
INC,9,40000,4000,TAMILNADU,10th Pass
AAP,9,2600,400,PUNJAB,Post Graduate
BJP,8,20000,2900,WESTBENGAL,8th Pass
SP,1,160000,20000,ODISHA,10th Pass
BJP,0,9900,170000,ARUNACHALPRADESH,10th Pass
INC,0,20000,2000,RAJASTHAN,Post Graduate
SP,30,40000,0,UTTARPRADESH,Post Graduate
DMK,0,20000,0,TAMILNADU,10th Pass
INC,13,30000,10000,KARNATAKA,Graduate Professional
BJP,0,20000,400,MADHYAPRADESH,Graduate
DMK,6,370000,70000,TAMILNADU,10th Pass
SP,0,2200,0,UTTARPRADESH,Graduate Professional
BJP,0,20000,0,RAJASTHAN,Post Graduate
INC,1,1800,1900,TRIPURA,Graduate
BJP,1,0,3000,ASSAM,Graduate
DMK,29,2000,800,TAMILNADU,10th Pass
INC,0,2110000,410000,MADHYAPRADESH,Graduate
AITC,0,20000,10000,WESTBENGAL,Graduate
BJP,4,40000,0,BIHAR,12th Pass
YSRCP,1,270000,0,ANDHRAPRADESH,Post Graduate
BJP,2,40000,4100,UTTARPRADESH,Doctorate
BJP,0,0,1100,CHHATTISGARH,12th Pass
BJP,6,8600,130000,UTTARPRADESH,Post Graduate
INC,0,20000,4700,RAJASTHAN,8th Pass
AAP,0,50000,2300,PUNJAB,12th Pass
BJP,0,20000,1200,MAHARASHTRA,Graduate
BJP,2,5900,130000,MAHARASHTRA,Graduate Professional
AITC,0,4900,8800,WESTBENGAL,Literate
AAP,0,1150000,8600,PUNJAB,10th Pass
DMK,9,7600,1700,TAMILNADU,8th Pass
JD(U),0,30000,5000,BIHAR,12th Pass
BJP,0,1800,300,BIHAR,Graduate
AITC,1,80000,0,WESTBENGAL,Graduate
INC,0,0,5100,ASSAM,Doctorate
Tipra Motha Party,0,1300,0,TRIPURA,Post Graduate
AAP,0,2500,120000,DELHI,Others
DMK,10,30000,0,TAMILNADU,Graduate
NPP,0,140000,0,MEGHALAYA,12th Pass
INC,14,100000,60000,KARNATAKA,Graduate
CPI(M),2,20000,1400,TRIPURA,Graduate Professional
BJP,0,30000,20000,UTTARAKHAND,Post Graduate
SP,87,0,0,UTTARPRADESH,Graduate Professional
BJP,3,20000,1700,BIHAR,Graduate
JD(U),0,7000,1700,BIHAR,Graduate
RJD,1,210000,0,BIHAR,12th Pass
IND,0,4500,0,RAJASTHAN,Graduate
YSRCP,0,0,50000,ANDHRAPRADESH,12th Pass
JD(U),1,0,30000,BIHAR,Post Graduate
NCP,1,20000,1900,MAHARASHTRA,Graduate
YSRCP,0,0,50000,ANDHRAPRADESH,12th Pass
DMK,10,60000,70000,GUJARAT,12th Pass
AITC,0,80000,10000,WESTBENGAL,Graduate
BJP,0,2740000,750000,RAJASTHAN,12th Pass
INC,2,140000,10000,MADHYAPRADESH,Post Graduate
IND,6,6400,5,MAHARASHTRA,10th Pass
BJP,0,30000,0,UTTARAKHAND,8th Pass
AITC,1,20000,1300,WESTBENGAL,Graduate
INC,6,60000,7200,MAHARASHTRA,Graduate
INC,0,80000,300,MADHYAPRADESH,Graduate
DMK,99,1210000,90000,TAMILNADU,12th Pass
INC,0,20000,4000,KARNATAKA,Graduate
NCP,1,0,5300,MAHARASHTRA,Doctorate
AITC,1,4100,0,WESTBENGAL,Graduate
INC,25,20000,0,TAMILNADU,10th Pass
IND,0,70000,0,UTTARAKHAND,Graduate Professional
BJP,0,180000,1000,GUJARAT,Post Graduate
BJP,173,660000,570000,MADHYAPRADESH,Post Graduate
SP,0,3500,0,UTTARPRADESH,Graduate
INC,9,40000,1500,MAHARASHTRA,10th Pass
BJP,0,1630000,39,MAHARASHTRA,10th Pass
INC,1,10000,1300,RAJASTHAN,Graduate Professional
DMK,6,410000,130000,TAMILNADU,Post Graduate
YSRCP,0,6600,20000,ANDHRAPRADESH,Post Graduate
BJP,0,170000,1800,MADHYAPRADESH,Graduate
BJP,0,30000,8700,MAHARASHTRA,Graduate
INC,2,630000,200,KARNATAKA,Graduate
BJP,1,10000,2400,UTTARPRADESH,Post Graduate
INC,9,40000,80000,KARNATAKA,10th Pass
INC,0,20000,20000,RAJASTHAN,10th Pass
INC,2,700000,40000,KARNATAKA,Graduate
IND,0,0,3200,MANIPUR,10th Pass
YSRCP,0,280000,140000,ANDHRAPRADESH,Post Graduate
CPI(M),0,400,0,TRIPURA,8th Pass
NDPP,0,0,0,NAGALAND,Post Graduate
DMK,9,90000,1100,TAMILNADU,Graduate
BJP,0,40000,0,RAJASTHAN,Graduate
INC,6,40000,50,MADHYAPRADESH,Graduate
DMK,8,30000,0,TAMILNADU,Post Graduate
DMK,6,140000,40000,TAMILNADU,Graduate
AAP,11,0,10000,PUNJAB,Doctorate
BJP,0,0,3000,GOA,Graduate
INC,1,0,3000,KARNATAKA,Graduate
SP,0,30000,1100,UTTARPRADESH,Graduate Professional
SP,0,60000,1500,UTTARPRADESH,Post Graduate
Tipra Motha Party,0,1300,0,TRIPURA,Post Graduate
IND,18,270000,10000,MAHARASHTRA,Graduate
INC,3,100000,20000,KARNATAKA,Graduate
RJD,5,60000,30000,BIHAR,Doctorate
INC,6,40000,4000,KERALA,10th Pass
AITC,0,3500,0,MEGHALAYA,Graduate
BJP,2,460000,350000,KARNATAKA,Graduate
INC,0,110000,6500,CHHATTISGARH,10th Pass
SP,1,600,0,TRIPURA,Graduate
BJP,0,4000,1200,GUJARAT,12th Pass
YSRCP,0,160000,50000,ANDHRAPRADESH,Graduate
INC,7,60000,50000,KARNATAKA,Graduate
SP,0,660000,2830000,UTTARPRADESH,Post Graduate
AITC,0,0,100,WESTBENGAL,10th Pass
BJP,1,40000,10000,GUJARAT,10th Pass
INC,0,10000,2100,UTTARAKHAND,8th Pass
AAP,0,9200,0,PUNJAB,12th Pass
YSRCP,1,5600,4000,ANDHRAPRADESH,Doctorate
INC,1,0,20000,ASSAM,Post Graduate
BJD,0,0,0,ODISHA,Graduate
AAP,0,0,6000,DELHI,Post Graduate
BJP,0,0,0,PUDUCHERRY,Graduate
BJP,1,7000,0,WESTBENGAL,10th Pass
IND,0,20000,0,HARYANA,Graduate
NCP,5,400000,8800,MAHARASHTRA,Graduate
BJP,0,0,3800,ASSAM,12th Pass
BJP,1,30000,1900,JHARKHAND,Graduate
BJP,0,30000,0,MADHYAPRADESH,12th Pass
INC,11,0,10000,BIHAR,Doctorate
AAP,0,6100,200,MAHARASHTRA,Others
AIADMK,1,0,4000,TAMILNADU,10th Pass
INC,5,1890000,760000,KARNATAKA,Graduate
NCP,0,20000,3200,MAHARASHTRA,Graduate
SHS,18,250000,2200,MAHARASHTRA,Graduate
BJP,0,100000,20000,RAJASTHAN,Graduate Professional
DMK,24,6700,1000,TAMILNADU,Post Graduate
TDP,1,6680000,30000,ANDHRAPRADESH,Post Graduate
RJD,5,60000,5900,BIHAR,12th Pass
AAP,2,240000,60000,DELHI,Graduate
IND,0,0,0,ASSAM,Graduate Professional
INC,1,40000,20000,KARNATAKA,Post Graduate
INC,12,270000,10000,KARNATAKA,Graduate
BJD,0,1200,0,ODISHA,8th Pass
AITC,1,4100,0,WESTBENGAL,8th Pass
BJP,0,320000,2100,MAHARASHTRA,Graduate
BJP,0,1220000,80,MADHYAPRADESH,10th Pass
JD(S),3,150000,100,KARNATAKA,Graduate Professional
DMK,6,10000,0,TAMILNADU,Post Graduate
DMK,1,90000,900,TAMILNADU,Graduate Professional
BJP,0,60000,0,UTTARPRADESH,12th Pass
BJD,0,0,40000,ODISHA,Graduate
IND,0,230000,110000,MAHARASHTRA,12th Pass
AITC,0,8300,5900,WESTBENGAL,Post Graduate
AAP,0,4500,2900,DELHI,8th Pass
INC,4,0,0,KERALA,10th Pass
RJD,4,70000,0,BIHAR,Doctorate
NDPP,0,80000,0,NAGALAND,Graduate
INC,0,10000,4100,RAJASTHAN,8th Pass
AITC,1,80000,0,WESTBENGAL,Graduate
BJP,1,30000,1600,UTTARPRADESH,Graduate
SP,2,30000,3600,UTTARPRADESH,Graduate
INC,0,80000,3900,MAHARASHTRA,Graduate Professional
BJP,3,60000,10000,KARNATAKA,Graduate Professional
DMK,0,10000,0,PUDUCHERRY,Graduate
INC,1,30000,200,CHHATTISGARH,Post Graduate
BJP,0,10000,3900,MANIPUR,12th Pass
AAP,1,0,2800,DELHI,Post Graduate
NCP,2,250000,40000,MAHARASHTRA,12th Pass
BJP,3,30000,2700,UTTARPRADESH,12th Pass
SP,0,150000,0,UTTARPRADESH,Graduate Professional
BJP,0,10000,4700,CHHATTISGARH,Graduate
IND,0,6900,0,NAGALAND,12th Pass
AAP,0,0,0,PUNJAB,10th Pass
CPI,0,6100,0,ODISHA,Graduate Professional
IND,1,6400,0,ASSAM,10th Pass
AAP,3,20000,2900,GUJARAT,Others
INC,8,20000,800,HIMACHALPRADESH,Graduate
BJP,0,20000,3800,ASSAM,Graduate
BJP,0,5500,97,GUJARAT,10th Pass
BJP,0,15,1020000,MADHYAPRADESH,Post Graduate
BJD,0,7500,0,ODISHA,12th Pass
AAP,1,0,120000,DELHI,Others
SP,0,30000,1500,UTTARPRADESH,Graduate
BJP,0,60000,300,BIHAR,Post Graduate
AAP,0,60000,0,PUNJAB,12th Pass
BJP,2,0,140000,MAHARASHTRA,Graduate Professional
YSRCP,22,280000,100,ANDHRAPRADESH,8th Pass
DMK,9,10000,7000,TAMILNADU,8th Pass
INC,3,280000,2830000,MAHARASHTRA,Doctorate
BJP,4,4900,1100,UTTARPRADESH,Graduate Professional
BJP,0,260000,70000,GUJARAT,10th Pass
RJD,5,30000,6100,PUDUCHERRY,Graduate Professional
NCP,1,4200,200000,MAHARASHTRA,Graduate
INC,0,20000,4700,KERALA,8th Pass
YSRCP,13,170000,10000,ANDHRAPRADESH,Graduate
BJP,0,40000,2600,RAJASTHAN,Graduate
AAP,2,9300,0,DELHI,Post Graduate
AAP,0,340000,20000,PUNJAB,Post Graduate
BJP,0,4400,470000,RAJASTHAN,Graduate Professional
BJP,0,5700,0,WESTBENGAL,10th Pass
BJD,4,7500,400,WESTBENGAL,Graduate
JD(U),0,30000,0,BIHAR,Post Graduate
TDP,0,0,30000,ANDHRAPRADESH,Post Graduate
AAP,2,970000,340000,PUNJAB,Graduate
BJD,1,30000,1100,ODISHA,12th Pass
AAP,0,30000,9900,PUNJAB,12th Pass
YSRCP,15,150000,6500,ANDHRAPRADESH,Post Graduate
BJP,1,90000,2400,WESTBENGAL,Post Graduate
INC,13,30000,1800,ODISHA,Graduate Professional
TDP,1,360000,30000,ANDHRAPRADESH,Post Graduate
DMK,12,90000,1700,TAMILNADU,Graduate
INC,0,20000,0,ASSAM,Graduate Professional
YSRCP,1,150000,20000,ANDHRAPRADESH,Graduate
INC,0,560000,220000,KARNATAKA,Graduate
BJD,0,130000,40000,ODISHA,12th Pass
BJP,0,30000,0,CHHATTISGARH,8th Pass
BJP,1,30000,1300,BIHAR,Post Graduate
AITC,0,80000,10000,WESTBENGAL,Graduate
INC,3,100000,90000,KARNATAKA,Graduate
BJD,51,3000,0,ODISHA,12th Pass
BJP,0,30000,4700,UTTARPRADESH,8th Pass
DMK,9,6300,1700,TAMILNADU,8th Pass
JD(U),1,70000,10000,BIHAR,Doctorate
CPI(M),0,0,0,TRIPURA,Graduate Professional
YSRCP,2,50000,110000,ANDHRAPRADESH,Graduate
INC,2,1630000,340000,KARNATAKA,Graduate
Sikkim Krantikari Morcha,0,3900,200,SIKKIM,Graduate
CPI(M),7,20000,0,KERALA,Graduate
BJP,0,20000,0,ARUNACHALPRADESH,Graduate
BJP,4,30000,1400,BIHAR,Graduate Professional
BJP,1,10000,300,MADHYAPRADESH,Graduate
INC,0,170000,1200,MEGHALAYA,Graduate Professional
BJP,0,510000,3800,KARNATAKA,Graduate Professional
BJP,0,40000,10000,KARNATAKA,12th Pass
INC,0,380000,10000,MAHARASHTRA,Graduate
IND,0,120000,3500,MEGHALAYA,Post Graduate
INC,0,40000,1100,CHHATTISGARH,10th Pass
BJD,51,6800,0,ODISHA,12th Pass
AIADMK,1,30000,10000,TAMILNADU,Graduate
RJD,0,6700,1200,BIHAR,Graduate
BJP,0,50000,10000,BIHAR,Doctorate
BJP,13,20000,3900,RAJASTHAN,Graduate Professional
BJP,19,300000,30000,WESTBENGAL,Post Graduate
TDP,0,490000,130000,ANDHRAPRADESH,Graduate
BJD,0,5700,400,ODISHA,Graduate
BJP,0,110000,400,ASSAM,Graduate
AAP,1,370000,3100,MAHARASHTRA,Post Graduate
YSRCP,0,250000,220000,ANDHRAPRADESH,Graduate
DMK,29,2300,0,TAMILNADU,Post Graduate
AAP,0,0,4800,PUNJAB,Graduate
Sikkim Krantikari Morcha,0,0,200,SIKKIM,Graduate
INC,4,20000,20000,MADHYAPRADESH,Graduate
YSRCP,1,30000,1300,ANDHRAPRADESH,Post Graduate
BJP,0,450000,3300,RAJASTHAN,Graduate
SHS,0,480000,9800,MAHARASHTRA,10th Pass
BJP,0,10000,0,ARUNACHALPRADESH,12th Pass
BJP,0,230000,110000,RAJASTHAN,Graduate Professional
DMK,0,180000,0,HIMACHALPRADESH,12th Pass
AITC,1,80000,0,WESTBENGAL,Graduate
AITC,1,0,5500,WESTBENGAL,Post Graduate
BJP,0,640000,90000,MAHARASHTRA,Graduate
INC,1,100000,20000,KARNATAKA,Graduate
Tipra Motha Party,0,5000,0,TRIPURA,Post Graduate
JD(U),0,30000,5300,MAHARASHTRA,Doctorate
AITC,1,2900,30000,WESTBENGAL,Post Graduate
INC,0,0,220000,MAHARASHTRA,Graduate
SP,0,90000,1500,UTTARPRADESH,Post Graduate
BJP,0,720000,240000,RAJASTHAN,Graduate
NCP,3,490000,9400,MAHARASHTRA,12th Pass
INC,0,20000,1600,PUDUCHERRY,Graduate
BJP,2,160000,10000,JHARKHAND,Doctorate
