Party,Criminal Case,Total Assets,Liabilities,state,Education
CPI,0,10000,500000,MADHYAPRADESH,12th Pass
YSRCP,0,3100,94,KARNATAKA,Graduate Professional
YSRCP,0,10000,1700,MANIPUR,Doctorate
INC,12,10000,1300,KERALA,Graduate Professional
DMK,30,30000,30000,BIHAR,Graduate Professional
BJP,1,10000,600,KARNATAKA,Post Graduate
SHS,0,8900,4700,WESTBENGAL,8th Pass
BJP,19,7300,2800,JHARKHAND,Graduate
AIADMK,0,6300,10000,TAMILNADU,Others
BJP,0,8000,4900,BIHAR,10th Pass
INC,0,780000,5500,KARNATAKA,Graduate Professional
BJP,0,10000,1200,CHHATTISGARH,Graduate Professional
INC,3,120000,20000,PUNJAB,Post Graduate
INC,3,4800,2300,UTTARAKHAND,10th Pass
INC,0,60000,2300,ANDHRAPRADESH,Graduate Professional
BJP,5,10000,1200,TRIPURA,Graduate Professional
BJP,5,190000,500,UTTARPRADESH,8th Pass
DMK,2,20000,18,KERALA,Post Graduate
DMK,1,60000,3000,MADHYAPRADESH,Graduate Professional
BJP,0,70000,1700,RAJASTHAN,Graduate
BJP,0,90000,20000,RAJASTHAN,Post Graduate
INC,1,70,300,JHARKHAND,Doctorate
BJP,0,10000,100,HARYANA,5th Pass
JD(S),5,9400,8400,NAGALAND,8th Pass
BJP,0,9100,600,ODISHA,Graduate
NCP,0,70000,10000,BIHAR,Graduate
INC,0,20000,200,BIHAR,Post Graduate
INC,6,30000,7200,KARNATAKA,Graduate Professional
BJP,7,30000,40000,HARYANA,8th Pass
BJP,1,0,6200,JHARKHAND,Graduate Professional
AAP,2,10000,100,UTTARPRADESH,Post Graduate
DMK,7,0,100,UTTARAKHAND,12th Pass
BJP,0,10000,4700,RAJASTHAN,Doctorate
AAP,18,0,600,KARNATAKA,5th Pass
AIADMK,1,8700,2300,ODISHA,Graduate
Tipra Motha Party,0,3000,1600,UTTARPRADESH,10th Pass
BJP,0,110000,1500,WESTBENGAL,10th Pass
INC,0,0,1600,GUJARAT,12th Pass
SHS,1,4600,20000,GOA,Graduate
SHS,2,60000,5400,ODISHA,Graduate
BJP,8,10000,0,WESTBENGAL,10th Pass
NCP,0,40000,0,RAJASTHAN,Graduate
DMK,0,20000,700,ODISHA,12th Pass
IND,0,2000,500,MAHARASHTRA,10th Pass
JD(S),10,10000,1900,GOA,Graduate Professional
YSRCP,0,10000,800,RAJASTHAN,12th Pass
CPI(M),4,30000,3000,TRIPURA,Post Graduate
BJP,29,100000,20000,TRIPURA,Post Graduate
SP,0,150000,20000,MEGHALAYA,8th Pass
YSRCP,0,1400,18,GUJARAT,10th Pass
AITC,0,0,70000,GUJARAT,Doctorate
INC,0,10000,2300,ODISHA,Graduate Professional
BJD,7,3200,8300,MAHARASHTRA,12th Pass
BJD,0,60000,6400,MANIPUR,Graduate Professional
TDP,0,2600,4600,TAMILNADU,12th Pass
AAP,1,1400,1600,BIHAR,Graduate Professional
BJP,1,10000,80000,BIHAR,Graduate Professional
BJP,1,120000,9500,ARUNACHALPRADESH,Graduate
BJP,0,10000,20000,WESTBENGAL,Post Graduate
AAP,1,90000,2600,HARYANA,Post Graduate
AAP,0,40000,350000,PUNJAB,Graduate
AITC,12,30000,40000,TAMILNADU,Graduate
BJP,0,10000,1200,WESTBENGAL,Graduate
DMK,0,210000,400,PUNJAB,Post Graduate
INC,0,30,10000,PUNJAB,Post Graduate
BJP,6,30000,500,GUJARAT,Graduate Professional
BJP,1,3000,0,KARNATAKA,5th Pass
BJP,1,160000,2100,TAMILNADU,Post Graduate
AIADMK,0,60000,1900,WESTBENGAL,Graduate
BJP,0,0,5700,KARNATAKA,12th Pass
BJP,1,170000,100,ANDHRAPRADESH,Graduate Professional
AITC,2,60000,1200,KARNATAKA,Post Graduate
BJP,0,40000,800,MANIPUR,12th Pass
NPP,0,170000,6300,UTTARPRADESH,10th Pass
INC,0,2000,10000,RAJASTHAN,Post Graduate
RJD,0,70000,5100,WESTBENGAL,Graduate
SP,2,200,70000,HARYANA,Post Graduate
INC,1,0,1300,JHARKHAND,10th Pass
BJP,6,120000,130000,HIMACHALPRADESH,Graduate
BJP,0,80000,100,TRIPURA,12th Pass
SP,0,30000,1900,KERALA,12th Pass
AIADMK,1,10000,2900,DELHI,Graduate
BJP,2,10000,0,GUJARAT,Post Graduate
INC,0,30000,570000,ANDHRAPRADESH,12th Pass
AAP,0,20000,40000,ANDHRAPRADESH,Graduate
IND,0,50000,60000,MAHARASHTRA,Graduate
BJP,0,610000,100,GUJARAT,10th Pass
JMM,1,60000,30000,JHARKHAND,12th Pass
BJP,0,4400,800,GUJARAT,12th Pass
BJP,21,10000,20000,CHHATTISGARH,8th Pass
AITC,1,2100,4600,ANDHRAPRADESH,Post Graduate
AITC,0,80000,3400,ODISHA,Graduate
BJP,5,150000,4000,WESTBENGAL,10th Pass
AITC,0,50000,7500,MAHARASHTRA,10th Pass
AITC,0,0,20000,WESTBENGAL,Graduate Professional
AITC,22,700000,3800,WESTBENGAL,Graduate Professional
AITC,0,150000,0,MADHYAPRADESH,10th Pass
BJP,0,60000,1200,KARNATAKA,Graduate
BJP,0,10000,50,JHARKHAND,Others
DMK,0,2600,7000,RAJASTHAN,12th Pass
BJP,2,10000,0,PUNJAB,Graduate
DMK,8,40000,1000,UTTARAKHAND,Graduate Professional
CPI(M),3,10000,800,RAJASTHAN,Graduate Professional
Sikkim Krantikari Morcha,0,170000,300,MAHARASHTRA,Graduate Professional
YSRCP,0,180000,310000,KERALA,Post Graduate
YSRCP,7,90000,3100,RAJASTHAN,Graduate Professional
BJP,0,180000,7600,ANDHRAPRADESH,12th Pass
AITC,0,1500,100,ODISHA,Graduate
CPI(M),13,20000,1000,MADHYAPRADESH,Post Graduate
BJP,0,240000,100,UTTARPRADESH,10th Pass
IND,0,50000,10000,JHARKHAND,Graduate
BJP,1,10000,20000,BIHAR,Graduate Professional
YSRCP,2,20000,500,GUJARAT,Graduate
BJP,3,40000,6400,TAMILNADU,Post Graduate
AITC,0,10000,0,MAHARASHTRA,12th Pass
AIADMK,23,40000,20000,GUJARAT,10th Pass
INC,0,10000,0,BIHAR,12th Pass
BJP,1,8900,30000,MAHARASHTRA,Post Graduate
BJP,0,880000,10000,UTTARPRADESH,12th Pass
BJP,0,240000,2300,TAMILNADU,8th Pass
AAP,0,3900,5800,GOA,Graduate
AIADMK,46,60000,3600,SIKKIM,Graduate
BJP,4,120000,0,KARNATAKA,Graduate
INC,38,40000,0,MAHARASHTRA,Post Graduate
BJP,0,0,900,PUNJAB,Graduate
BJP,0,10000,40000,MANIPUR,Doctorate
BJP,4,40000,40000,WESTBENGAL,Graduate Professional
AITC,4,40000,4800,ANDHRAPRADESH,12th Pass
INC,9,5400,800,ODISHA,Post Graduate
AITC,16,10000,10000,KERALA,Graduate
BJP,4,160000,0,KERALA,12th Pass
NCP,1,10000,400,GUJARAT,10th Pass
DMK,1,0,0,MAHARASHTRA,Post Graduate
CPI(M),0,10000,500,MAHARASHTRA,Graduate
SP,0,580000,200,TAMILNADU,Graduate
INC,1,110000,0,ANDHRAPRADESH,Post Graduate
IND,6,630000,5700,MADHYAPRADESH,Post Graduate
INC,0,30,310000,TAMILNADU,Graduate Professional
BJP,29,230000,200,UTTARAKHAND,Post Graduate
BJP,1,1500,1600,ANDHRAPRADESH,12th Pass
IND,0,700000,3200,MAHARASHTRA,12th Pass
IND,7,20000,3400,BIHAR,12th Pass
CPI(M),4,130000,2100,UTTARPRADESH,12th Pass
BJP,1,1200,400,ASSAM,Graduate
BJP,2,3700,200,ODISHA,Doctorate
JMM,10,10000,30000,TAMILNADU,Graduate
AITC,2,8500,7000,UTTARPRADESH,8th Pass
SHS,6,40000,20000,MADHYAPRADESH,12th Pass
JMM,2,10000,3400,JHARKHAND,Post Graduate
BJP,0,60000,1200,ANDHRAPRADESH,Post Graduate
INC,3,80000,80000,UTTARPRADESH,5th Pass
CPI(M),7,150000,140000,MEGHALAYA,Post Graduate
BJP,0,60000,100,BIHAR,10th Pass
INC,2,270000,600,GUJARAT,Graduate
INC,0,30000,0,TAMILNADU,Graduate
JD(U),2,0,5200,TAMILNADU,Post Graduate
INC,19,76,3000,WESTBENGAL,12th Pass
BJP,2,76,0,UTTARAKHAND,12th Pass
SP,1,0,0,TRIPURA,10th Pass
INC,1,40000,0,TAMILNADU,12th Pass
BJP,0,160000,3900,ANDHRAPRADESH,Graduate Professional
BJP,0,90000,40000,BIHAR,Literate
BJD,2,30000,7600,DELHI,Post Graduate
BJP,1,10000,10000,GUJARAT,Graduate
IND,2,3200,4700,TAMILNADU,10th Pass
BJP,0,1750000,4300,PUNJAB,5th Pass
AITC,6,20000,160000,RAJASTHAN,Post Graduate
JMM,1,90000,0,KARNATAKA,12th Pass
BJP,1,40000,7800,ASSAM,Post Graduate
BJP,19,0,3900,ASSAM,12th Pass
AAP,4,10000,2900,SIKKIM,Graduate
YSRCP,0,10000,20000,KARNATAKA,Graduate
BJP,1,1480000,1400,MEGHALAYA,Graduate Professional
INC,0,130000,3000,KERALA,Post Graduate
INC,0,0,0,JHARKHAND,10th Pass
AITC,8,10000,200,BIHAR,Post Graduate
BJP,0,10000,0,MADHYAPRADESH,Post Graduate
NPP,12,30000,3000,TAMILNADU,Graduate
INC,10,190000,30000,MEGHALAYA,Graduate Professional
IND,0,0,7400,HIMACHALPRADESH,Others
BJP,3,10000,10000,WESTBENGAL,Graduate Professional
JD(S),0,370000,2800,CHHATTISGARH,12th Pass
YSRCP,0,3400,3300,ANDHRAPRADESH,Graduate
BJP,3,30000,50000,BIHAR,Graduate
RJD,0,70000,1800,DELHI,Graduate Professional
BJP,0,9300,1900,ANDHRAPRADESH,Graduate
INC,0,2700,0,MAHARASHTRA,10th Pass
BJD,0,30000,900,PUNJAB,Graduate Professional
IND,0,5000,20000,ANDHRAPRADESH,Post Graduate
YSRCP,10,8900,2700,TAMILNADU,8th Pass
AITC,29,10000,7100,ANDHRAPRADESH,Graduate
NCP,3,60000,1200,UTTARPRADESH,Graduate Professional
Sikkim Krantikari Morcha,10,10000,0,RAJASTHAN,12th Pass
BJD,0,10000,1300,UTTARPRADESH,Graduate Professional
AAP,1,130000,0,KERALA,10th Pass
RJD,3,10000,3900,BIHAR,Post Graduate
AITC,2,100000,300,TAMILNADU,10th Pass
AITC,3,9900,0,BIHAR,Graduate
BJP,0,6400,15,JHARKHAND,8th Pass
NDPP,0,4100,30000,CHHATTISGARH,12th Pass
INC,5,400000,20000,MAHARASHTRA,8th Pass
IND,0,140000,10000,ODISHA,Graduate
AAP,8,6300,3000,TAMILNADU,Graduate Professional
INC,0,120000,100,CHHATTISGARH,Post Graduate
BJP,1,950000,0,JHARKHAND,10th Pass
BJP,0,530000,100,BIHAR,Graduate Professional
BJP,0,9400,10000,RAJASTHAN,Graduate Professional
JD(U),0,830000,270000,TAMILNADU,Graduate Professional
YSRCP,1,1200,1300,MEGHALAYA,8th Pass
BJP,1,90000,0,JHARKHAND,12th Pass
INC,1,20000,7000,TAMILNADU,5th Pass
BJP,0,30000,280000,NAGALAND,Post Graduate
SHS,2,40000,600,TAMILNADU,Post Graduate
BJP,0,1260000,30000,DELHI,Graduate Professional
BJP,1,150000,10000,UTTARAKHAND,Post Graduate
BJP,9,70000,40000,KERALA,Graduate
BJP,2,20000,70000,WESTBENGAL,Post Graduate
SHS,1,60000,9400,JHARKHAND,12th Pass
BJP,0,80000,600,WESTBENGAL,Post Graduate
INC,1,160000,3500,UTTARPRADESH,Graduate
NCP,3,130000,15,PUNJAB,Graduate
INC,0,70000,1200,GUJARAT,12th Pass
RJD,0,190000,0,CHHATTISGARH,Graduate Professional
BJP,0,20000,0,GUJARAT,Graduate
BJP,173,50000,110000,MADHYAPRADESH,Graduate Professional
DMK,0,220000,5000,GUJARAT,Graduate
BJP,0,0,10000,UTTARPRADESH,Post Graduate
DMK,3,10000,82,HARYANA,12th Pass
YSRCP,10,170000,80000,RAJASTHAN,Graduate
BJP,2,100000,74,GUJARAT,10th Pass
BJD,0,0,2600,ASSAM,Post Graduate
BJP,1,0,10000,UTTARPRADESH,Graduate
AIADMK,10,10000,20000,ANDHRAPRADESH,Graduate
INC,12,20000,100,KERALA,Post Graduate
AAP,1,80000,900,TAMILNADU,Graduate Professional
IND,2,20000,7500,KARNATAKA,12th Pass
BJD,0,3400,1400,KARNATAKA,8th Pass
BJP,0,250000,2800,KERALA,Graduate
IND,14,50000,30000,JHARKHAND,Post Graduate
SP,38,80000,2300,ANDHRAPRADESH,Graduate Professional
CPI(M),2,5000,600,MAHARASHTRA,Graduate Professional
YSRCP,0,90000,0,MAHARASHTRA,Post Graduate
BJP,1,270000,20000,MEGHALAYA,Post Graduate
BJP,0,20000,20000,MAHARASHTRA,Post Graduate
SP,0,9300,3000,TAMILNADU,Graduate
BJP,0,10000,2200,KARNATAKA,12th Pass
AAP,0,20000,5800,WESTBENGAL,10th Pass
BJD,2,7000,200,ARUNACHALPRADESH,Graduate Professional
SP,0,4000,0,MAHARASHTRA,Graduate
BJP,0,2000,2600,GUJARAT,12th Pass
DMK,1,10000,500,JHARKHAND,Graduate Professional
INC,2,190000,100,RAJASTHAN,Post Graduate
YSRCP,0,8800,100,WESTBENGAL,Graduate
INC,2,10000,1800,BIHAR,Graduate
INC,0,10000,0,JHARKHAND,12th Pass
CPI(M),3,110000,30000,MAHARASHTRA,Post Graduate
AITC,0,0,90000,HARYANA,Graduate Professional
BJP,0,10000,2500,BIHAR,Doctorate
BJP,2,5100,500,MAHARASHTRA,Post Graduate
NCP,1,100000,5000,UTTARPRADESH,Post Graduate
DMK,0,10000,40000,WESTBENGAL,Others
NPP,0,3900,30000,WESTBENGAL,Graduate
RJD,2,2200,10000,DELHI,Doctorate
BJP,1,130000,1000,ANDHRAPRADESH,Post Graduate
RJD,25,420000,1700,KARNATAKA,12th Pass
INC,0,60000,1200,MADHYAPRADESH,Graduate
INC,12,0,8800,MADHYAPRADESH,Others
BJP,2,270000,300,PUNJAB,Graduate Professional
CPI,0,120000,10000,PUNJAB,Post Graduate
AAP,10,4000,50000,TAMILNADU,10th Pass
BJP,4,10000,30000,MADHYAPRADESH,Graduate Professional
TDP,3,0,5000,UTTARPRADESH,10th Pass
INC,8,230000,600,MEGHALAYA,Graduate
CPI(M),1,10000,800,PUNJAB,Post Graduate
INC,5,20000,0,MAHARASHTRA,12th Pass
BJP,0,70000,270000,MADHYAPRADESH,Literate
YSRCP,1,160000,0,TAMILNADU,10th Pass
YSRCP,13,5600,0,GUJARAT,Graduate Professional
CPI(M),2,30000,10000,MANIPUR,Graduate Professional
INC,2,20000,5900,BIHAR,Graduate
AITC,0,160000,10000,GUJARAT,Graduate
AAP,0,40000,1700,HIMACHALPRADESH,12th Pass
SP,0,10000,3700,ANDHRAPRADESH,Post Graduate
CPI(M),0,2000,6500,TAMILNADU,Graduate Professional
BJP,4,2450000,4500,BIHAR,Post Graduate
AITC,2,10000,1200,PUNJAB,Graduate
RJD,0,20000,600,MADHYAPRADESH,12th Pass
BJP,1,20000,500,GUJARAT,Graduate
DMK,0,70000,800,KARNATAKA,Post Graduate
DMK,38,40000,20000,HARYANA,Graduate
INC,0,140000,30000,WESTBENGAL,Graduate Professional
AAP,0,320000,1900,TRIPURA,8th Pass
YSRCP,0,180000,2000,ARUNACHALPRADESH,10th Pass
INC,0,20000,2800,BIHAR,12th Pass
INC,0,20000,10000,WESTBENGAL,10th Pass
BJP,1,60000,2500,UTTARPRADESH,12th Pass
DMK,3,50000,9600,MAHARASHTRA,Doctorate
BJP,0,0,0,MAHARASHTRA,Post Graduate
CPI(M),0,10000,500,JHARKHAND,10th Pass
DMK,0,0,0,KARNATAKA,Graduate Professional
CPI(M),1,5300,0,MAHARASHTRA,10th Pass
BJP,7,70000,120000,ODISHA,Graduate
AAP,7,50000,130000,MAHARASHTRA,10th Pass
DMK,3,0,5000,TAMILNADU,Literate
BJP,0,1260000,4800,ODISHA,8th Pass
AITC,0,4100,5100,UTTARPRADESH,12th Pass
BJP,0,20000,30000,MEGHALAYA,Post Graduate
INC,25,1800,30000,MEGHALAYA,Others
NDPP,0,10000,8100,KERALA,Post Graduate
INC,3,250000,10000,KERALA,12th Pass
INC,0,130000,0,MADHYAPRADESH,Others
JD(U),0,90000,500,RAJASTHAN,Graduate
AAP,6,80000,1100,GOA,Graduate
JD(U),2,7700,10000,RAJASTHAN,10th Pass
BJP,0,10000,0,TRIPURA,Literate
YSRCP,8,270000,500,MAHARASHTRA,Graduate Professional
SP,0,90000,2300,KARNATAKA,12th Pass
BJP,1,10000,1400,TAMILNADU,Post Graduate
DMK,2,50000,3200,ODISHA,Graduate
DMK,0,0,10000,MAHARASHTRA,Graduate Professional
JMM,1,40000,4100,ANDHRAPRADESH,Graduate Professional
INC,0,50000,0,WESTBENGAL,Post Graduate
RJD,3,70000,900,MAHARASHTRA,Literate
BJD,0,10000,1800,JHARKHAND,12th Pass
BJP,3,0,2800,TAMILNADU,Graduate
BJP,3,50000,0,TAMILNADU,Graduate
BJP,12,80000,0,TAMILNADU,Graduate Professional
AITC,0,80000,1000,TAMILNADU,Graduate Professional
BJP,0,90000,30000,UTTARAKHAND,Post Graduate
BJP,9,1070000,200,ANDHRAPRADESH,Graduate
BJP,7,10000,30000,MEGHALAYA,Graduate Professional
BJP,9,100000,6300,ODISHA,10th Pass
INC,0,9300,24,DELHI,Post Graduate
BJP,0,10000,50000,UTTARPRADESH,12th Pass
Sikkim Krantikari Morcha,1,9500,9600,PUNJAB,Post Graduate
IND,11,290000,0,RAJASTHAN,Post Graduate
IND,0,830000,2600,PUNJAB,Others
YSRCP,1,20000,3600,GUJARAT,10th Pass
INC,0,50000,1000,ANDHRAPRADESH,Post Graduate
INC,4,350000,3900,DELHI,12th Pass
BJP,5,0,2100,WESTBENGAL,Graduate Professional
BJP,1,70000,2330000,GUJARAT,Graduate
AAP,14,30000,0,ASSAM,12th Pass
BJP,0,20000,0,GUJARAT,12th Pass
BJP,38,10000,200,PUNJAB,Doctorate
JD(U),0,0,40000,UTTARPRADESH,Graduate
BJP,0,530000,250000,ODISHA,Graduate
DMK,0,8800,1200,ODISHA,Post Graduate
DMK,0,100,200,KARNATAKA,Post Graduate
BJP,0,80000,300,KARNATAKA,5th Pass
BJP,0,130000,2800,GUJARAT,10th Pass
NCP,3,0,1400,KARNATAKA,Post Graduate
BJP,5,0,90000,MADHYAPRADESH,Post Graduate
JD(S),2,40000,0,KARNATAKA,Graduate
DMK,14,70000,1800,CHHATTISGARH,12th Pass
BJP,19,9300,2200,MANIPUR,12th Pass
INC,0,160000,5200,BIHAR,Post Graduate
Tipra Motha Party,10,20000,6100,HIMACHALPRADESH,12th Pass
YSRCP,0,0,6800,MAHARASHTRA,Doctorate
INC,25,650000,600,JHARKHAND,Graduate Professional
IND,29,250000,3000,TAMILNADU,Post Graduate
BJP,46,10000,1400,KARNATAKA,12th Pass
BJP,0,1000,0,MAHARASHTRA,Graduate
BJP,1,2500,1700,ANDHRAPRADESH,12th Pass
BJP,0,1300,80000,BIHAR,Graduate
SHS,0,10000,200,MEGHALAYA,12th Pass
TDP,0,0,0,ODISHA,Graduate
CPI(M),0,4500,280000,JHARKHAND,Post Graduate
NDPP,0,10000,1300,CHHATTISGARH,Graduate Professional
INC,1,3100,0,BIHAR,12th Pass
DMK,5,30,1200,MAHARASHTRA,10th Pass
SHS,1,3000,200,MEGHALAYA,12th Pass
BJP,16,820000,30000,MAHARASHTRA,Post Graduate
BJP,10,30000,1600,GUJARAT,Graduate
SP,0,3000,10000,NAGALAND,Graduate Professional
BJP,0,80000,900,NAGALAND,Graduate Professional
AITC,3,20000,10000,BIHAR,Post Graduate
AIADMK,51,460000,2800,KARNATAKA,8th Pass
AITC,1,60000,40000,TRIPURA,Post Graduate
DMK,0,30000,500,MANIPUR,12th Pass
AITC,25,870000,10000,ANDHRAPRADESH,12th Pass
BJP,0,8900,2800,GUJARAT,Graduate Professional
INC,3,10000,110000,KARNATAKA,Post Graduate
BJP,38,160000,4500,BIHAR,10th Pass
RJD,25,90000,130000,TRIPURA,Post Graduate
Tipra Motha Party,0,830000,0,SIKKIM,Graduate
INC,9,30000,8500,UTTARPRADESH,Doctorate
INC,1,250000,500,GUJARAT,10th Pass
NCP,5,100000,0,MADHYAPRADESH,Others
BJP,1,6900,30000,TAMILNADU,Doctorate
INC,0,40000,300,MAHARASHTRA,Graduate
JD(U),5,7600,80000,BIHAR,12th Pass
DMK,8,70000,2900,ODISHA,12th Pass
AITC,1,210000,3000,WESTBENGAL,10th Pass
BJP,2,7200,2100,ANDHRAPRADESH,Graduate Professional
BJP,1,60000,0,ASSAM,Graduate
BJP,22,250000,100000,ODISHA,12th Pass
BJD,1,30,1900,MADHYAPRADESH,Post Graduate
BJP,0,80000,7400,BIHAR,Others
BJP,0,160000,1000,KARNATAKA,12th Pass
BJP,0,170000,1170000,ODISHA,10th Pass
YSRCP,0,4410000,160000,TAMILNADU,Graduate Professional
BJP,0,240000,4900,BIHAR,Graduate
BJP,4,10000,10000,KARNATAKA,Graduate Professional
SP,1,0,200,TAMILNADU,Graduate
INC,0,20000,60000,HARYANA,Graduate
INC,1,160000,10000,KERALA,12th Pass
DMK,0,10000,20000,TAMILNADU,Graduate Professional
INC,2,10000,0,MADHYAPRADESH,8th Pass
AAP,0,150000,5700,ASSAM,Post Graduate
BJP,0,20000,0,TRIPURA,Post Graduate
NCP,3,40000,100,RAJASTHAN,Literate
YSRCP,2,60000,10000,GUJARAT,Graduate Professional
BJP,0,40000,180000,RAJASTHAN,Graduate
Sikkim Krantikari Morcha,173,190000,20000,KARNATAKA,Graduate
NCP,0,30000,30000,TRIPURA,Others
DMK,1,10000,100,HIMACHALPRADESH,Graduate
INC,0,460000,0,KERALA,Post Graduate
IND,0,20000,10000,KARNATAKA,Post Graduate
DMK,9,10000,3900,ARUNACHALPRADESH,12th Pass
YSRCP,1,660000,2200,ANDHRAPRADESH,Graduate
BJP,2,40000,40000,GUJARAT,10th Pass
AAP,0,0,80000,TAMILNADU,Graduate
YSRCP,1,0,600,HARYANA,Graduate Professional
BJP,1,110000,20000,BIHAR,8th Pass
BJP,0,160000,4300,JHARKHAND,10th Pass
BJP,0,10000,0,BIHAR,12th Pass
DMK,3,40000,20000,ODISHA,Post Graduate
INC,0,8400,6500,RAJASTHAN,Graduate
YSRCP,0,20000,0,KARNATAKA,Graduate Professional
SP,2,70000,2500,DELHI,Graduate
BJP,0,5800,130000,ANDHRAPRADESH,Post Graduate
BJP,1,10000,2500,MAHARASHTRA,10th Pass
INC,0,90000,300,TAMILNADU,Literate
JMM,0,120000,2000,ODISHA,12th Pass
BJP,0,200000,900,HIMACHALPRADESH,Graduate
BJP,0,170000,1300,GOA,Post Graduate
BJP,6,240000,4800,WESTBENGAL,Graduate
IND,18,20000,8100,MAHARASHTRA,Doctorate
AIADMK,4,40000,40000,JHARKHAND,Post Graduate
BJD,0,8500,4200,TAMILNADU,Doctorate
AAP,5,30000,40000,SIKKIM,Graduate Professional
IND,0,240000,100,GOA,Post Graduate
BJP,0,8300,100,WESTBENGAL,10th Pass
INC,0,50000,6100,WESTBENGAL,10th Pass
TDP,0,110000,0,DELHI,Doctorate
BJD,1,70000,9700,PUNJAB,10th Pass
BJP,0,50000,20000,MADHYAPRADESH,Graduate
SP,0,5000,9300,GUJARAT,12th Pass
JD(S),0,7700,56,HARYANA,10th Pass
BJP,0,4600,1600,GUJARAT,12th Pass
INC,2,80000,20000,ANDHRAPRADESH,Post Graduate
BJP,0,30000,61,ASSAM,12th Pass
BJP,0,20000,0,RAJASTHAN,Graduate
CPI(M),0,60000,7500,DELHI,8th Pass
AAP,0,250000,0,MAHARASHTRA,Graduate
INC,0,180000,3500,CHHATTISGARH,12th Pass
BJP,0,10000,10000,TRIPURA,Post Graduate
INC,0,60000,10000,UTTARAKHAND,10th Pass
BJP,2,110000,100,DELHI,Graduate Professional
BJP,9,8800,6800,RAJASTHAN,Post Graduate
BJP,0,20000,30000,MAHARASHTRA,Graduate Professional
RJD,5,0,6300,PUNJAB,Graduate Professional
BJD,0,50000,10000,GUJARAT,Post Graduate
JD(U),7,60000,35,ASSAM,8th Pass
NDPP,10,10000,30000,DELHI,Post Graduate
BJP,3,80000,40000,BIHAR,Graduate
INC,8,60000,5300,MAHARASHTRA,10th Pass
BJP,0,4300,390000,MEGHALAYA,12th Pass
DMK,1,0,0,BIHAR,Graduate
INC,4,270000,1800,HARYANA,Graduate Professional
JD(U),2,10000,10000,DELHI,10th Pass
BJD,0,150000,0,KARNATAKA,10th Pass
BJP,0,10000,2000,HIMACHALPRADESH,12th Pass
BJP,29,290000,800,TAMILNADU,Post Graduate
NDPP,2,130000,8600,ANDHRAPRADESH,12th Pass
AAP,6,40000,0,KERALA,10th Pass
BJP,3,10000,2500,WESTBENGAL,12th Pass
SHS,2,5700,200,MANIPUR,12th Pass
INC,0,50000,200,RAJASTHAN,Graduate
DMK,6,630000,7100,UTTARAKHAND,Graduate
YSRCP,0,150000,1900,SIKKIM,Post Graduate
AIADMK,3,110000,1300,TAMILNADU,Graduate Professional
INC,4,10000,7500,HIMACHALPRADESH,Post Graduate
INC,3,50000,3200,KARNATAKA,Graduate Professional
TDP,4,60000,200,PUNJAB,12th Pass
BJP,25,150000,0,BIHAR,10th Pass
AITC,2,60000,50000,ARUNACHALPRADESH,Post Graduate
INC,0,10000,4900,KERALA,Post Graduate
IND,0,220000,15,WESTBENGAL,Graduate
CPI(M),1,20000,10000,WESTBENGAL,Post Graduate
AAP,3,20000,1600,MEGHALAYA,Graduate
SP,0,150000,1800,PUNJAB,Graduate Professional
BJP,0,520000,30000,WESTBENGAL,Graduate Professional
JD(S),3,20000,2400,GUJARAT,Post Graduate
AAP,0,3700,10000,ODISHA,Graduate
BJP,0,330000,1800,BIHAR,Others
INC,2,20000,300,MEGHALAYA,Post Graduate
NPP,3,10000,250000,ANDHRAPRADESH,Graduate
BJP,1,110000,2330000,KARNATAKA,Doctorate
JD(U),1,70000,10000,WESTBENGAL,Others
INC,42,40000,470000,WESTBENGAL,Graduate Professional
AITC,5,70000,7900,MADHYAPRADESH,Graduate Professional
BJP,3,0,70000,KARNATAKA,8th Pass
AITC,1,480000,8700,JHARKHAND,Doctorate
DMK,0,5000,100,KARNATAKA,Post Graduate
BJP,1,10000,500,RAJASTHAN,Graduate Professional
BJD,0,50000,1000,ODISHA,Graduate
SP,2,1590000,40000,TAMILNADU,12th Pass
TDP,3,830000,1200,WESTBENGAL,Graduate
NCP,0,0,5900,MAHARASHTRA,8th Pass
BJP,0,0,900,TAMILNADU,12th Pass
SHS,29,60000,5500,ODISHA,Post Graduate
BJP,0,10000,1200,KARNATAKA,10th Pass
IND,3,9400,100,TRIPURA,Graduate
YSRCP,0,250000,300,JHARKHAND,5th Pass
BJP,0,40000,1300,KARNATAKA,8th Pass
BJP,0,0,1100,UTTARAKHAND,Graduate Professional
BJP,2,20000,40000,MADHYAPRADESH,Graduate Professional
INC,0,2400,0,PUNJAB,Graduate
YSRCP,0,4100,200,WESTBENGAL,Graduate
JMM,0,50000,1800,ANDHRAPRADESH,Graduate
BJP,1,4500,2900,ODISHA,8th Pass
BJP,10,30000,5900,ANDHRAPRADESH,Post Graduate
BJP,0,7000,0,PUNJAB,Graduate
NDPP,1,230000,40000,GUJARAT,Literate
AITC,0,0,500,DELHI,8th Pass
INC,173,7700,600,KARNATAKA,Post Graduate
BJP,0,70000,10000,MEGHALAYA,Post Graduate
BJP,4,20000,20000,ODISHA,Post Graduate
INC,0,110000,230000,MANIPUR,Post Graduate
JMM,7,30000,0,JHARKHAND,Graduate
INC,3,2420000,800,ASSAM,Post Graduate
