Party,Criminal Case,Total Assets,Liabilities,state,Education
SHS,5,10000,200,JHARKHAND,12th Pass
INC,22,0,50000,TAMILNADU,8th Pass
JD(S),0,10000,40000,WESTBENGAL,Graduate
AIADMK,1,20000,0,MAHARASHTRA,8th Pass
BJP,1,10000,20000,ODISHA,10th Pass
DMK,29,20000,3600,TAMILNADU,Post Graduate
BJP,0,10000,3400,MEGHALAYA,Graduate
BJP,0,0,120000,DELHI,12th Pass
AAP,1,0,200,DELHI,Graduate
BJD,4,900,4100,TAMILNADU,Graduate
AIADMK,0,3600,0,RAJASTHAN,12th Pass
TDP,3,500000,10000,MADHYAPRADESH,Graduate
YSRCP,0,180000,10000,ANDHRAPRADESH,Graduate
JD(U),1,100000,30000,NAGALAND,Graduate
SHS,1,0,30000,MEGHALAYA,Graduate
AAP,2,20000,10000,KARNATAKA,10th Pass
DMK,19,300000,1900,TAMILNADU,Graduate Professional
BJP,0,10000,0,TRIPURA,Graduate
DMK,1,20000,8500,DELHI,Graduate Professional
YSRCP,2,30000,2100,ANDHRAPRADESH,Graduate
BJP,0,10000,20000,UTTARPRADESH,Graduate Professional
CPI,0,10000,20000,KARNATAKA,Post Graduate
INC,6,60000,5000,ODISHA,12th Pass
BJD,0,70000,1500,TAMILNADU,10th Pass
JD(S),1,1380000,500,RAJASTHAN,Graduate
BJD,0,70000,7400,PUDUCHERRY,Graduate
AITC,0,10000,1400,WESTBENGAL,12th Pass
BJP,0,30000,4400,MADHYAPRADESH,Graduate Professional
IND,0,30000,30000,ARUNACHALPRADESH,Post Graduate
BJP,0,200000,800,UTTARPRADESH,12th Pass
NDPP,0,10000,800,BIHAR,Post Graduate
CPI(M),0,3600,500,KERALA,Graduate
BJP,0,0,30000,UTTARPRADESH,Graduate Professional
INC,0,50000,1300,JHARKHAND,12th Pass
IND,0,60000,1300,KARNATAKA,Graduate Professional
CPI(M),2,90000,20000,UTTARPRADESH,Graduate
JMM,8,60000,30000,TRIPURA,Graduate Professional
INC,1,1590000,1700,TAMILNADU,12th Pass
RJD,0,20000,4100,UTTARPRADESH,Post Graduate
BJP,0,20000,33,UTTARPRADESH,Graduate
AIADMK,3,20000,0,TAMILNADU,Post Graduate
BJP,0,800000,30000,BIHAR,Literate
TDP,2,30000,8200,UTTARPRADESH,Graduate
YSRCP,0,10000,6300,PUNJAB,Post Graduate
DMK,4,50000,2000,TAMILNADU,8th Pass
BJP,7,30000,20000,MAHARASHTRA,12th Pass
IND,0,4000,1200,MAHARASHTRA,Graduate
INC,43,4700,5100,BIHAR,Post Graduate
NPP,0,10000,0,WESTBENGAL,Graduate
BJP,8,270000,10000,KARNATAKA,Graduate
BJP,0,1400,2600,MAHARASHTRA,Literate
BJP,0,40000,100000,TAMILNADU,Post Graduate
YSRCP,2,0,1100,TAMILNADU,Graduate Professional
CPI(M),2,10000,600,MAHARASHTRA,8th Pass
BJP,0,40000,8500,RAJASTHAN,Graduate Professional
BJP,1,1200,1100,UTTARPRADESH,Graduate Professional
DMK,22,0,1600,TAMILNADU,Post Graduate
YSRCP,0,10000,50000,ANDHRAPRADESH,Post Graduate
JD(S),3,40000,2700,UTTARAKHAND,12th Pass
BJD,0,0,0,WESTBENGAL,Post Graduate
DMK,19,30000,130000,TAMILNADU,Post Graduate
CPI(M),25,140000,340000,TAMILNADU,10th Pass
TDP,0,30000,0,RAJASTHAN,Post Graduate
JD(S),0,60000,30000,KARNATAKA,Graduate Professional
BJP,0,460000,1700,MAHARASHTRA,Graduate
JD(S),5,30000,3400,KERALA,Graduate Professional
YSRCP,0,30000,1200,ANDHRAPRADESH,Graduate Professional
BJP,0,0,30000,UTTARPRADESH,12th Pass
BJP,0,0,0,MEGHALAYA,Graduate Professional
BJP,0,590000,8500,ODISHA,Post Graduate
BJP,0,60000,40000,MANIPUR,Graduate
YSRCP,18,10000,100000,TAMILNADU,Graduate Professional
RJD,0,7700,1600,RAJASTHAN,Graduate Professional
BJP,5,70000,10000,TAMILNADU,Graduate Professional
BJP,1,50000,400,TAMILNADU,Graduate
DMK,8,40000,3000,TAMILNADU,10th Pass
SHS,0,20000,0,HARYANA,12th Pass
AITC,7,0,4000,MADHYAPRADESH,12th Pass
AITC,0,60000,0,WESTBENGAL,Post Graduate
SP,0,0,2300,RAJASTHAN,Graduate Professional
BJD,1,10000,3200,UTTARPRADESH,Post Graduate
BJP,0,10000,1200,CHHATTISGARH,Post Graduate
INC,0,0,0,MADHYAPRADESH,Graduate
NPP,0,0,10000,MAHARASHTRA,Graduate
INC,12,40000,3500,UTTARPRADESH,Graduate Professional
IND,0,340000,280000,TAMILNADU,Graduate Professional
BJD,1,90000,3200,PUDUCHERRY,Graduate
INC,7,130000,500,KARNATAKA,10th Pass
INC,4,10000,6500,KARNATAKA,Graduate
CPI(M),0,2000,100,DELHI,12th Pass
BJP,0,20000,20000,GUJARAT,Graduate Professional
CPI,0,920000,3400,ANDHRAPRADESH,Graduate Professional
INC,0,4400,2700,DELHI,Graduate
SHS,15,30000,4200,TAMILNADU,12th Pass
BJD,0,80000,30000,TRIPURA,12th Pass
INC,1,10000,1800,KARNATAKA,10th Pass
INC,0,400,2300,HIMACHALPRADESH,12th Pass
DMK,0,5000,10000,TAMILNADU,Graduate Professional
BJP,0,20000,2300,UTTARPRADESH,5th Pass
RJD,0,0,6600,BIHAR,10th Pass
AITC,0,10000,0,WESTBENGAL,Post Graduate
SP,0,480000,700,JHARKHAND,Post Graduate
DMK,9,690000,2000,TAMILNADU,10th Pass
BJP,0,260000,8900,UTTARPRADESH,Graduate
BJP,7,600,1700,PUNJAB,8th Pass
AIADMK,0,5200,2900,TAMILNADU,12th Pass
BJP,3,170000,300,BIHAR,Graduate
BJP,0,80000,10000,HARYANA,Doctorate
JMM,3,30000,0,WESTBENGAL,Graduate Professional
INC,0,0,4100,WESTBENGAL,Graduate
BJD,30,2000,1000,TAMILNADU,Graduate Professional
BJP,0,20000,100,MAHARASHTRA,Graduate Professional
INC,25,300000,10000,TAMILNADU,Graduate
YSRCP,1,100000,20000,MADHYAPRADESH,Post Graduate
BJP,2,50000,6900,PUDUCHERRY,Graduate Professional
INC,0,0,7200,MAHARASHTRA,Graduate Professional
AITC,0,10000,0,WESTBENGAL,12th Pass
BJP,0,470000,480000,KARNATAKA,Graduate
INC,7,10000,4100,KARNATAKA,Graduate
NDPP,8,20000,80000,DELHI,Graduate
INC,1,130000,8100,KARNATAKA,Graduate
INC,4,80000,10000,TAMILNADU,Graduate Professional
TDP,2,300000,20000,KERALA,Graduate
BJP,0,30000,46,MADHYAPRADESH,12th Pass
BJP,0,0,0,MAHARASHTRA,Literate
AAP,2,30000,10000,PUNJAB,12th Pass
BJP,0,30000,10000,NAGALAND,Graduate
BJD,0,8600,160000,MADHYAPRADESH,Graduate
BJP,0,1400,30,HARYANA,Graduate
AITC,0,70000,70000,WESTBENGAL,12th Pass
DMK,4,6600,200000,TAMILNADU,Graduate
AITC,0,0,0,WESTBENGAL,Post Graduate
BJP,0,0,60000,UTTARPRADESH,Graduate
AIADMK,0,51,100,GUJARAT,Graduate
BJD,0,130000,7900,UTTARAKHAND,12th Pass
JD(U),21,3600,1400,MAHARASHTRA,Graduate Professional
INC,52,20000,1800,KERALA,Graduate
INC,0,650000,7200,MAHARASHTRA,12th Pass
BJD,0,10000,20000,KARNATAKA,Graduate Professional
CPI(M),0,20000,4900,MAHARASHTRA,10th Pass
AITC,0,70000,0,WESTBENGAL,12th Pass
DMK,14,0,0,BIHAR,12th Pass
Tipra Motha Party,11,400000,1300,KERALA,Graduate
BJP,0,110000,1600,UTTARPRADESH,10th Pass
BJP,5,480000,1200,BIHAR,12th Pass
SHS,0,490000,700,MAHARASHTRA,Graduate
JMM,0,4000,6800,CHHATTISGARH,Graduate
YSRCP,2,3600,2200,JHARKHAND,Graduate Professional
BJD,0,520000,98,GUJARAT,Graduate Professional
BJP,0,30000,400,BIHAR,10th Pass
DMK,4,60000,2000,TAMILNADU,10th Pass
BJD,7,30,1000,MAHARASHTRA,12th Pass
BJD,9,20000,3600,BIHAR,10th Pass
BJP,0,20000,6100,JHARKHAND,5th Pass
INC,1,20000,1100,MAHARASHTRA,Graduate Professional
BJD,1,10000,600,PUDUCHERRY,5th Pass
CPI(M),0,30000,100000,MADHYAPRADESH,12th Pass
SHS,0,360000,200,UTTARPRADESH,Graduate Professional
DMK,73,150000,1900,TAMILNADU,Post Graduate
AAP,0,30000,1200,PUNJAB,12th Pass
BJP,0,10000,7200,JHARKHAND,Graduate
DMK,4,6200,10000,TAMILNADU,12th Pass
INC,8,0,0,JHARKHAND,Graduate
INC,1,50000,0,UTTARPRADESH,Graduate Professional
BJP,0,30000,0,GOA,12th Pass
INC,4,20000,300,KARNATAKA,10th Pass
JD(U),0,120000,2100,RAJASTHAN,Graduate Professional
NPP,0,1000,300,JHARKHAND,Graduate
INC,0,30000,5000,TAMILNADU,Graduate Professional
DMK,9,280000,200000,UTTARPRADESH,Graduate Professional
AIADMK,0,80000,20000,JHARKHAND,Doctorate
AITC,0,30000,0,WESTBENGAL,12th Pass
INC,25,300000,60000,TAMILNADU,Post Graduate
BJP,4,300000,0,BIHAR,12th Pass
YSRCP,6,240000,1000,TAMILNADU,Graduate Professional
BJP,0,10000,30000,NAGALAND,12th Pass
BJP,0,3900,8400,ASSAM,5th Pass
JD(U),0,6700,3600,UTTARPRADESH,Graduate
CPI(M),1,10000,100,KERALA,Graduate
JD(U),0,30000,2500,PUNJAB,12th Pass
INC,38,100000,10000,KARNATAKA,Graduate
IND,0,80000,800,TAMILNADU,8th Pass
BJD,0,840000,170000,MADHYAPRADESH,Graduate Professional
BJP,0,40000,9400,HIMACHALPRADESH,Graduate Professional
BJP,0,6700,4600,MADHYAPRADESH,8th Pass
SP,0,20000,200,UTTARPRADESH,Graduate Professional
BJD,0,250000,10000,UTTARPRADESH,10th Pass
DMK,12,80000,280000,DELHI,Post Graduate
NCP,0,680000,20000,MAHARASHTRA,12th Pass
BJP,7,20000,27,MAHARASHTRA,Graduate Professional
BJP,0,10000,300,UTTARPRADESH,12th Pass
NPP,0,180000,0,ASSAM,Graduate
BJP,0,9300,120000,KARNATAKA,Graduate Professional
AITC,0,30000,200,UTTARPRADESH,12th Pass
BJP,0,180000,2300,UTTARPRADESH,Graduate
NDPP,0,30000,10000,HARYANA,Graduate
DMK,0,840000,9400,RAJASTHAN,Graduate
BJP,14,140000,8400,TAMILNADU,Post Graduate
TDP,25,30000,10000,UTTARPRADESH,Graduate
YSRCP,19,20000,2800,HIMACHALPRADESH,Graduate
INC,1,0,300,KARNATAKA,Graduate
DMK,29,5000,3900,TAMILNADU,8th Pass
INC,1,0,600,DELHI,12th Pass
JD(U),5,30000,100,MAHARASHTRA,Graduate Professional
DMK,47,30000,100000,UTTARPRADESH,Graduate Professional
BJP,1,2300,0,UTTARPRADESH,Post Graduate
INC,1,500,2900,BIHAR,10th Pass
NCP,0,40000,80000,MAHARASHTRA,10th Pass
DMK,4,20000,5700,KERALA,8th Pass
INC,0,120000,4700,BIHAR,Graduate Professional
YSRCP,17,170000,10000,TAMILNADU,Graduate
INC,14,40000,1000,TAMILNADU,12th Pass
INC,0,260000,5000,TRIPURA,Graduate Professional
IND,0,0,24,UTTARAKHAND,Graduate Professional
NCP,0,460000,260000,MAHARASHTRA,Graduate Professional
INC,12,3800,1600,TAMILNADU,Graduate Professional
CPI(M),0,5900,250000,BIHAR,Graduate Professional
INC,0,200,1000,TAMILNADU,12th Pass
BJP,2,0,1500,BIHAR,Graduate Professional
NPP,23,10000,20000,TAMILNADU,12th Pass
CPI(M),1,100000,10000,UTTARPRADESH,Graduate Professional
INC,0,30000,9000,UTTARPRADESH,12th Pass
INC,0,4600,150000,MADHYAPRADESH,Graduate
BJP,4,10000,700,RAJASTHAN,Others
INC,4,440000,45,PUNJAB,Post Graduate
DMK,9,9000,10000,TAMILNADU,Post Graduate
BJP,0,450000,20000,UTTARAKHAND,Graduate Professional
BJP,43,300000,5100,MADHYAPRADESH,Post Graduate
JMM,3,6500,5700,KERALA,Graduate
BJP,0,60000,600,TRIPURA,12th Pass
SP,2,2300,1000,BIHAR,Graduate
IND,2,10000,0,UTTARPRADESH,Graduate
IND,29,6300,600,PUNJAB,Graduate Professional
SHS,5,8800,600,BIHAR,12th Pass
DMK,5,20000,100000,TAMILNADU,Graduate Professional
BJP,0,30000,1800,JHARKHAND,Graduate
BJP,0,0,0,RAJASTHAN,Post Graduate
JD(U),1,4400,50000,UTTARPRADESH,12th Pass
BJP,0,0,3900,RAJASTHAN,Graduate Professional
DMK,3,20000,30000,TAMILNADU,8th Pass
BJD,0,30000,200,UTTARPRADESH,5th Pass
NCP,0,8700,4300,WESTBENGAL,12th Pass
BJD,0,5200,40000,ODISHA,Post Graduate
NDPP,0,180000,110000,JHARKHAND,Graduate
INC,4,9000,2500,CHHATTISGARH,Graduate
INC,4,0,10000,UTTARPRADESH,Graduate Professional
RJD,0,30000,10000,TAMILNADU,12th Pass
INC,2,40000,6600,MAHARASHTRA,12th Pass
INC,1,530000,4200,PUNJAB,Graduate
AAP,0,9400,6700,BIHAR,12th Pass
DMK,23,1400,600,BIHAR,Post Graduate
SP,1,0,10000,JHARKHAND,Graduate
IND,4,2700,20000,TAMILNADU,12th Pass
DMK,3,20000,200000,KARNATAKA,Graduate Professional
BJP,0,0,4300,HARYANA,12th Pass
DMK,25,10000,600,TAMILNADU,Graduate
BJP,0,40000,0,UTTARPRADESH,Graduate
BJP,1,1380000,600,CHHATTISGARH,Graduate Professional
INC,0,20000,8000,MAHARASHTRA,12th Pass
BJP,0,1750000,5300,MADHYAPRADESH,Graduate
INC,5,70,210000,HIMACHALPRADESH,Graduate Professional
BJP,0,0,10000,UTTARAKHAND,Others
BJP,0,20000,20000,JHARKHAND,10th Pass
YSRCP,0,3600,50000,ANDHRAPRADESH,Graduate Professional
NDPP,8,400,10000,BIHAR,Graduate
DMK,0,7300,100000,TAMILNADU,Graduate Professional
INC,3,1210000,4700,TAMILNADU,12th Pass
YSRCP,0,0,600,GUJARAT,Graduate
RJD,0,1300,2700,BIHAR,12th Pass
BJD,1,5900,6900,KERALA,Graduate
IND,0,0,800,ASSAM,Others
Sikkim Krantikari Morcha,0,1000,0,MADHYAPRADESH,Graduate Professional
AAP,2,480000,500,UTTARPRADESH,12th Pass
IND,1,300,9300,KARNATAKA,10th Pass
YSRCP,2,490000,80000,ANDHRAPRADESH,12th Pass
AAP,0,3700,600,CHHATTISGARH,Graduate Professional
YSRCP,1,0,10000,ANDHRAPRADESH,Post Graduate
INC,0,7600,1200,CHHATTISGARH,Post Graduate
BJD,1,40000,40000,PUDUCHERRY,10th Pass
YSRCP,0,30000,130000,MADHYAPRADESH,12th Pass
JMM,5,0,1700,TAMILNADU,Graduate
SP,0,0,160000,JHARKHAND,8th Pass
INC,0,10000,180000,UTTARPRADESH,Graduate
DMK,29,5700,5700,TAMILNADU,12th Pass
BJP,0,4200,0,BIHAR,Graduate Professional
DMK,10,7200,2700,TAMILNADU,12th Pass
YSRCP,1,30000,10000,ANDHRAPRADESH,Graduate
NPP,6,2900,1300,UTTARPRADESH,Post Graduate
AIADMK,11,0,1700,TAMILNADU,12th Pass
BJP,0,20000,0,CHHATTISGARH,Graduate
INC,0,220000,3300,MAHARASHTRA,Others
NCP,1,5300,40000,RAJASTHAN,10th Pass
BJP,0,20000,30000,TRIPURA,Literate
INC,0,20000,1200,BIHAR,12th Pass
INC,0,0,1800,MANIPUR,Post Graduate
BJP,0,0,10000,MADHYAPRADESH,Literate
INC,0,1600,0,CHHATTISGARH,12th Pass
DMK,43,50000,180000,TAMILNADU,12th Pass
BJP,1,30000,2300,JHARKHAND,Graduate Professional
BJP,0,30000,10000,JHARKHAND,Graduate Professional
BJP,0,0,9900,BIHAR,Graduate Professional
BJP,0,70000,0,HIMACHALPRADESH,Others
TDP,0,80000,10000,CHHATTISGARH,Graduate
BJP,0,40000,3000,HIMACHALPRADESH,Graduate
AAP,0,40000,3400,RAJASTHAN,Others
NDPP,0,30000,10000,ODISHA,Graduate Professional
JD(S),8,30000,140000,MAHARASHTRA,12th Pass
INC,0,50000,1900,RAJASTHAN,Graduate Professional
INC,0,30000,170000,DELHI,12th Pass
INC,0,350000,45,BIHAR,10th Pass
YSRCP,0,20000,0,ANDHRAPRADESH,12th Pass
AIADMK,5,0,6900,ANDHRAPRADESH,12th Pass
BJP,0,250000,100000,RAJASTHAN,Post Graduate
INC,0,280000,2000,HARYANA,Graduate
DMK,7,20000,9500,TAMILNADU,Graduate Professional
DMK,9,50000,10000,TAMILNADU,Graduate Professional
BJP,0,20000,0,MANIPUR,Graduate Professional
BJP,2,10000,0,TAMILNADU,10th Pass
NCP,18,1000,30000,MADHYAPRADESH,Graduate Professional
BJP,0,5200,140000,GUJARAT,Graduate Professional
BJP,1,9600,4600,DELHI,Graduate Professional
AIADMK,0,0,0,UTTARAKHAND,Graduate Professional
BJP,0,1400,150000,HIMACHALPRADESH,5th Pass
DMK,3,20000,7500,TAMILNADU,10th Pass
AIADMK,1,0,0,UTTARPRADESH,Graduate
DMK,25,10000,3600,TAMILNADU,Graduate Professional
CPI(M),13,50000,6300,ODISHA,12th Pass
NDPP,0,160000,1200,BIHAR,Graduate
BJD,0,40000,1200,JHARKHAND,Doctorate
BJP,0,15,10000,ARUNACHALPRADESH,12th Pass
JD(U),5,0,0,PUNJAB,Post Graduate
INC,0,3400,6900,MADHYAPRADESH,Graduate Professional
NPP,0,0,40000,PUNJAB,12th Pass
RJD,0,30000,30000,GUJARAT,12th Pass
BJP,3,2100,120000,ANDHRAPRADESH,10th Pass
AITC,0,10000,0,ODISHA,Post Graduate
AAP,4,20000,10000,BIHAR,12th Pass
NCP,0,1800,1300,ANDHRAPRADESH,Graduate
YSRCP,0,180000,10000,ANDHRAPRADESH,Post Graduate
NCP,1,0,0,DELHI,Graduate Professional
DMK,46,20000,3200,TAMILNADU,Post Graduate
BJP,0,0,30000,UTTARPRADESH,Graduate Professional
CPI(M),1,30000,20000,MADHYAPRADESH,Graduate
AAP,1,610000,570000,GOA,Graduate
BJP,0,80000,30000,WESTBENGAL,10th Pass
BJD,49,680000,60000,KERALA,Graduate
BJP,0,3700,0,BIHAR,12th Pass
DMK,3,20000,7200,TAMILNADU,Graduate Professional
BJP,0,100000,5000,GOA,Others
DMK,1,30000,240000,ASSAM,12th Pass
BJP,7,5300,700000,UTTARPRADESH,10th Pass
IND,8,10000,10000,JHARKHAND,Graduate Professional
DMK,0,30000,9800,TAMILNADU,Graduate Professional
BJD,0,740000,10000,KARNATAKA,12th Pass
BJP,0,0,10000,UTTARPRADESH,Graduate
INC,13,300000,7000,BIHAR,Doctorate
BJP,0,0,0,DELHI,12th Pass
DMK,18,80000,2000,TAMILNADU,8th Pass
NDPP,0,10000,10000,ODISHA,Graduate
SP,2,1400,2900,HARYANA,Graduate
DMK,12,20000,30000,TAMILNADU,8th Pass
BJD,18,40000,6300,KERALA,Graduate
DMK,6,70000,2000,TAMILNADU,12th Pass
SHS,0,10000,73,UTTARPRADESH,Graduate Professional
BJP,1,40000,3200,NAGALAND,Doctorate
INC,3,6100,5000,JHARKHAND,10th Pass
DMK,3,1630000,25,TAMILNADU,Graduate
NCP,3,190000,100,BIHAR,12th Pass
SP,2,8800,1200,JHARKHAND,Graduate
BJP,0,0,1800,BIHAR,10th Pass
Sikkim Krantikari Morcha,0,7000,1900,MADHYAPRADESH,Graduate
AAP,0,5200,900,PUNJAB,12th Pass
AIADMK,3,30000,800,KARNATAKA,Graduate
IND,0,170000,1500,PUNJAB,8th Pass
BJP,1,520000,2800,BIHAR,Graduate Professional
BJD,0,0,800,UTTARPRADESH,Graduate
BJP,0,20000,30000,MANIPUR,10th Pass
INC,5,1600,420000,BIHAR,Graduate Professional
SP,47,180000,3200,MAHARASHTRA,12th Pass
DMK,22,2700,1300,TAMILNADU,12th Pass
DMK,0,20000,2400,KARNATAKA,12th Pass
IND,1,7100,120000,MAHARASHTRA,Graduate
INC,0,240000,280000,DELHI,12th Pass
DMK,13,10000,1000,TAMILNADU,Post Graduate
BJP,0,20000,150000,UTTARPRADESH,Graduate Professional
IND,1,70000,4300,KARNATAKA,Graduate Professional
SHS,5,8800,30000,ODISHA,12th Pass
INC,0,20000,620000,BIHAR,Graduate
CPI(M),0,2400,35,CHHATTISGARH,Graduate Professional
BJP,0,50000,0,RAJASTHAN,Graduate Professional
BJP,0,950000,0,MAHARASHTRA,Graduate Professional
NCP,0,1600,6700,TAMILNADU,Post Graduate
BJP,0,10000,0,ODISHA,Post Graduate
AIADMK,5,10000,10000,RAJASTHAN,Graduate Professional
CPI(M),7,20000,3600,TAMILNADU,Graduate Professional
Sikkim Krantikari Morcha,87,7500,2200,DELHI,Graduate
SHS,2,10000,0,UTTARPRADESH,Graduate Professional
INC,0,0,7700,KERALA,Graduate Professional
BJP,0,30000,99,UTTARPRADESH,Graduate Professional
BJP,0,480000,0,UTTARPRADESH,Post Graduate
BJP,0,100000,10000,ASSAM,Graduate Professional
AAP,26,0,10000,BIHAR,12th Pass
SP,0,120000,3900,KARNATAKA,Graduate Professional
BJP,0,3500,1900,BIHAR,12th Pass
BJP,0,10000,2200,HARYANA,Doctorate
BJP,0,8200,8500,MADHYAPRADESH,Graduate Professional
INC,0,0,10000,MADHYAPRADESH,12th Pass
AAP,0,20000,30000,MANIPUR,10th Pass
INC,0,0,0,MADHYAPRADESH,12th Pass
IND,0,30000,0,MEGHALAYA,12th Pass
BJP,0,5100,2650000,BIHAR,12th Pass
BJD,3,20000,5300,ODISHA,12th Pass
INC,0,10000,1000,UTTARPRADESH,Graduate
BJP,0,50000,4800,BIHAR,Literate
INC,1,20000,4300,DELHI,8th Pass
BJP,0,10000,30000,KARNATAKA,Graduate
SHS,6,0,90000,TAMILNADU,Graduate
AAP,0,30000,300,HIMACHALPRADESH,Graduate
Sikkim Krantikari Morcha,1,40000,10000,RAJASTHAN,10th Pass
BJP,0,40000,4100,UTTARPRADESH,Doctorate
DMK,29,10000,1000,TAMILNADU,Post Graduate
AAP,0,40000,800,UTTARPRADESH,Doctorate
BJP,0,10000,0,JHARKHAND,Graduate
BJP,0,7300,400,MANIPUR,12th Pass
RJD,9,30000,300,TAMILNADU,Post Graduate
INC,11,660000,7200,UTTARPRADESH,12th Pass
BJP,0,0,0,UTTARPRADESH,8th Pass
INC,0,10000,0,UTTARPRADESH,12th Pass
BJP,38,6200,2200,PUNJAB,Graduate Professional
NDPP,0,10000,300000,UTTARPRADESH,Graduate
BJP,0,9100,10000,UTTARPRADESH,10th Pass
NDPP,0,30000,6900,RAJASTHAN,Graduate
JMM,0,10000,10000,PUNJAB,10th Pass
BJP,0,0,0,RAJASTHAN,Graduate
AITC,0,10000,0,WESTBENGAL,Post Graduate
YSRCP,0,0,2000,ANDHRAPRADESH,Graduate
INC,0,280000,8300,RAJASTHAN,Graduate Professional
RJD,1,1900,80000,TAMILNADU,12th Pass
BJP,0,40000,1200,DELHI,Doctorate
CPI,0,30000,0,MADHYAPRADESH,Graduate Professional
AITC,0,9000,2800,MAHARASHTRA,Graduate Professional
NPP,0,30000,1000,ODISHA,Graduate
BJP,0,0,3900,GOA,12th Pass
INC,0,300000,0,ANDHRAPRADESH,Graduate
AAP,4,60000,2000,BIHAR,8th Pass
INC,0,20000,1600,TAMILNADU,Post Graduate
AAP,13,50000,0,CHHATTISGARH,12th Pass
BJP,0,10000,0,UTTARPRADESH,8th Pass
Sikkim Krantikari Morcha,12,0,300,JHARKHAND,Graduate Professional
BJP,0,20000,200,UTTARPRADESH,Post Graduate
BJD,0,0,3000,UTTARPRADESH,Doctorate
AITC,0,40000,3000,WESTBENGAL,Post Graduate
INC,0,40000,4900,MEGHALAYA,Graduate Professional
SHS,0,2300,50000,KERALA,Graduate
BJP,0,20000,4500,KARNATAKA,Graduate Professional
BJD,0,3500,0,PUDUCHERRY,10th Pass
BJD,0,0,600,HIMACHALPRADESH,Post Graduate
BJP,52,4100,0,MAHARASHTRA,Post Graduate
BJP,0,0,800,ANDHRAPRADESH,Graduate
RJD,0,8200,2000,WESTBENGAL,12th Pass
BJP,0,6400,0,MADHYAPRADESH,12th Pass
DMK,8,290000,300,TAMILNADU,10th Pass
DMK,3,0,2900,TAMILNADU,Graduate Professional
BJP,0,10000,6900,JHARKHAND,12th Pass
RJD,5,3900,0,BIHAR,12th Pass
DMK,17,3500,130000,TAMILNADU,Graduate
RJD,3,0,220000,ODISHA,12th Pass
BJP,0,30000,7400,UTTARPRADESH,Graduate Professional
YSRCP,0,2100,50000,ANDHRAPRADESH,Graduate
BJP,0,0,30000,HARYANA,12th Pass
YSRCP,12,70000,10000,ANDHRAPRADESH,Graduate
INC,1,170000,400,MAHARASHTRA,Graduate Professional
AITC,0,70000,200,WESTBENGAL,Post Graduate
AITC,0,30000,0,WESTBENGAL,Post Graduate
Sikkim Krantikari Morcha,0,1000,500,TAMILNADU,Graduate
SP,1,10000,60000,UTTARPRADESH,12th Pass
AAP,0,3300,200,KARNATAKA,Graduate Professional
BJP,0,60000,0,MANIPUR,10th Pass
AAP,0,0,570000,CHHATTISGARH,Graduate
IND,0,240000,7100,ODISHA,12th Pass
NPP,0,9500,3200,UTTARPRADESH,Graduate Professional
INC,24,1200,270000,TAMILNADU,Post Graduate
RJD,0,0,0,ASSAM,12th Pass
SHS,6,680000,3300,BIHAR,Graduate
BJD,0,460000,600,HIMACHALPRADESH,12th Pass
BJD,5,8800,210000,KARNATAKA,12th Pass
DMK,2,1500,50000,ANDHRAPRADESH,10th Pass
SHS,0,500000,10000,ANDHRAPRADESH,Graduate
NCP,3,8800,10000,MAHARASHTRA,8th Pass
AAP,0,7700,1600,BIHAR,12th Pass
DMK,0,20000,1300,TAMILNADU,Graduate Professional
IND,3,210000,40000,UTTARPRADESH,Graduate Professional
YSRCP,2,30000,0,MADHYAPRADESH,Graduate Professional
YSRCP,2,9000,0,BIHAR,Graduate Professional
JD(U),1,10000,10000,TAMILNADU,12th Pass
BJP,8,20000,340000,KERALA,Graduate
YSRCP,2,40000,10000,ANDHRAPRADESH,Graduate Professional
INC,0,30000,340000,TAMILNADU,10th Pass
RJD,1,5800,4000,BIHAR,12th Pass
DMK,0,30000,1100,MAHARASHTRA,Graduate Professional
INC,22,10000,500,KARNATAKA,10th Pass
DMK,173,3800,1000,MADHYAPRADESH,Graduate Professional
RJD,9,10000,120000,GOA,Graduate
AITC,0,20000,0,WESTBENGAL,Post Graduate
AITC,0,10000,0,WESTBENGAL,Post Graduate
JD(U),0,30000,40000,UTTARPRADESH,Graduate
BJP,0,250000,6300,GUJARAT,Post Graduate
SHS,0,210000,600,CHHATTISGARH,Graduate Professional
BJD,0,7300,1200,MADHYAPRADESH,Graduate
DMK,0,8300,10000,TAMILNADU,Graduate Professional
BJP,0,6400,10000,NAGALAND,Graduate
INC,15,1210000,30000,MADHYAPRADESH,Post Graduate
INC,0,2000,100,UTTARPRADESH,Graduate
JD(U),0,150000,9500,UTTARPRADESH,Graduate Professional
BJP,0,7900,30000,BIHAR,Graduate Professional
INC,0,0,18,KARNATAKA,Graduate Professional
AIADMK,0,10000,6500,KARNATAKA,Graduate Professional
BJP,0,20000,1100,UTTARPRADESH,Graduate Professional
BJD,0,1300,800,UTTARPRADESH,Graduate
Sikkim Krantikari Morcha,0,50000,3800,ARUNACHALPRADESH,Graduate Professional
INC,1,80000,1500,TRIPURA,Graduate
SP,1,1600,6900,BIHAR,Doctorate
AAP,0,60000,3900,MADHYAPRADESH,Graduate Professional
CPI(M),0,0,3900,GOA,Graduate
NCP,3,0,700,TAMILNADU,Graduate Professional
BJD,0,30000,900,WESTBENGAL,Post Graduate
