Party,Criminal Case,Total Assets,Liabilities,state,Education
BJD,0,20000,5900,ODISHA,Graduate Professional
BJP,0,10000,0,WESTBENGAL,Doctorate
INC,1,490000,480000,MEGHALAYA,10th Pass
INC,0,5300,500,NAGALAND,Graduate
INC,0,100000,500,UTTARPRADESH,Post Graduate
SP,0,50000,1500,UTTARPRADESH,Post Graduate
AAP,12,30000,0,PUNJAB,10th Pass
BJD,14,20000,0,ODISHA,Graduate
INC,6,580000,140000,WESTBENGAL,Graduate Professional
NCP,1,200000,900,MAHARASHTRA,Graduate
BJP,0,0,500,HIMACHALPRADESH,Graduate
SHS,8,200000,6400,MAHARASHTRA,Graduate
BJP,0,170000,9300,ASSAM,10th Pass
BJP,7,110000,20000,ODISHA,12th Pass
SHS,1,40000,10000,MAHARASHTRA,12th Pass
BJP,0,170000,4600,RAJASTHAN,8th Pass
BJP,14,200000,10000,KARNATAKA,Graduate
BJP,2,1750000,50000,JHARKHAND,10th Pass
AITC,0,7000,300,WESTBENGAL,Graduate
IND,0,30000,50000,UTTARAKHAND,Post Graduate
RJD,1,20000,1200,BIHAR,Post Graduate
AIADMK,0,60000,20000,TAMILNADU,10th Pass
AITC,0,4500,0,WESTBENGAL,12th Pass
YSRCP,2,160000,70000,ANDHRAPRADESH,10th Pass
BJP,0,120000,5200,UTTARPRADESH,Post Graduate
BJP,0,30000,4800,HARYANA,12th Pass
BJP,1,200000,10000,MAHARASHTRA,Graduate Professional
DMK,9,5200,1100,TAMILNADU,10th Pass
NCP,0,160000,2200,MAHARASHTRA,10th Pass
INC,0,100000,0,ASSAM,12th Pass
JD(U),0,30000,0,BIHAR,Graduate
INC,9,100000,5100,KERALA,12th Pass
AITC,0,7800,0,MEGHALAYA,Graduate
BJP,11,20000,500,JHARKHAND,Graduate
AITC,3,20000,4000,WESTBENGAL,Graduate
BJD,0,9300,1600,ODISHA,Graduate
AITC,3,20000,100,WESTBENGAL,Graduate
INC,0,150000,30000,RAJASTHAN,12th Pass
BJP,1,1260000,250000,RAJASTHAN,Post Graduate
AITC,3,10000,140000,WESTBENGAL,Doctorate
BJP,0,900,2800,BIHAR,Post Graduate
INC,2,170000,40000,KARNATAKA,Graduate Professional
DMK,21,120000,1900,TAMILNADU,Post Graduate
BJP,0,10000,1400,UTTARPRADESH,Post Graduate
BJP,1,40000,1100,BIHAR,Graduate
YSRCP,0,830000,20000,ANDHRAPRADESH,12th Pass
BJP,0,420000,6900,MADHYAPRADESH,Graduate Professional
AIADMK,0,30000,20000,TAMILNADU,10th Pass
BJP,1,200000,97,UTTARPRADESH,10th Pass
BJP,4,40000,3100,UTTARPRADESH,Graduate Professional
INC,1,700000,6700,KERALA,10th Pass
RJD,0,200000,1900,NAGALAND,12th Pass
BJD,0,4100,0,ODISHA,Post Graduate
AITC,4,8400,60000,WESTBENGAL,12th Pass
AITC,0,4900,0,WESTBENGAL,12th Pass
RJD,1,10000,2000,BIHAR,Graduate Professional
BJP,0,70000,2800,ASSAM,Graduate
DMK,3,5000,0,TAMILNADU,Graduate
BJP,7,400,200,WESTBENGAL,Literate
IND,0,40000,4100,RAJASTHAN,Graduate
SP,4,50000,10000,UTTARPRADESH,Graduate
INC,4,70000,6000,HIMACHALPRADESH,Post Graduate
BJP,0,40000,10000,HIMACHALPRADESH,Post Graduate
NCP,1,250000,40000,MAHARASHTRA,Graduate
JD(U),0,70000,0,BIHAR,Graduate
AAP,1,6480000,8900,PUNJAB,Post Graduate
BJP,0,30000,0,ARUNACHALPRADESH,Graduate Professional
BJP,0,40000,9800,RAJASTHAN,5th Pass
BJD,0,9300,40000,ODISHA,Post Graduate
INC,0,20000,1600,GUJARAT,12th Pass
BJP,1,90000,2100,CHHATTISGARH,Graduate
YSRCP,7,40000,6500,ANDHRAPRADESH,Graduate Professional
BJP,6,10000,5000,ASSAM,12th Pass
NDPP,0,1200,0,NAGALAND,Post Graduate
RJD,0,6700,5000,UTTARPRADESH,12th Pass
NCP,0,180000,40000,MAHARASHTRA,Graduate
BJP,0,320000,0,GUJARAT,Graduate Professional
NCP,0,580000,10000,MAHARASHTRA,10th Pass
CPI(M),12,30000,0,KERALA,Graduate Professional
INC,0,100000,30000,UTTARAKHAND,Graduate
JD(U),12,10000,100,PUNJAB,10th Pass
DMK,12,90000,0,TAMILNADU,10th Pass
JD(U),0,20000,1200,BIHAR,Graduate Professional
BJD,14,3000,0,ODISHA,Graduate
INC,0,10000,6000,KERALA,Graduate
BJP,0,390000,400,MADHYAPRADESH,Post Graduate
BJP,0,60000,3300,GUJARAT,10th Pass
SHS,3,5200,10000,MAHARASHTRA,Graduate
BJP,1,10000,2300,BIHAR,10th Pass
YSRCP,7,30000,70000,ANDHRAPRADESH,Graduate Professional
BJP,7,30000,100,BIHAR,Literate
BJP,0,30000,60000,HARYANA,Post Graduate
AITC,0,100000,30000,GOA,Graduate
IND,0,8900,5500,UTTARPRADESH,Post Graduate
Tipra Motha Party,0,1900,300,TRIPURA,Graduate
BJD,0,20000,0,ODISHA,Post Graduate
CPI(M),1,10000,0,KERALA,12th Pass
BJP,0,60000,5600,ASSAM,Post Graduate
BJP,13,50000,0,ARUNACHALPRADESH,Graduate
CPI(M),5,10000,100,KERALA,Graduate Professional
YSRCP,0,170000,50,ANDHRAPRADESH,Graduate
BJD,0,10000,0,ODISHA,12th Pass
DMK,47,80000,0,TAMILNADU,Graduate
INC,3,20000,2000,BIHAR,Graduate Professional
SP,1,80000,600,MADHYAPRADESH,Post Graduate
INC,0,700000,7200,GUJARAT,10th Pass
BJP,1,560000,10000,KARNATAKA,12th Pass
DMK,9,10000,2500,PUDUCHERRY,Post Graduate
BJP,0,1900,300,TRIPURA,Post Graduate
Tipra Motha Party,0,1800,300,TRIPURA,Post Graduate
AAP,1,710000,0,PUNJAB,Graduate
INC,3,70000,10000,WESTBENGAL,Doctorate
AAP,0,20000,3900,PUNJAB,10th Pass
AITC,11,10000,6300,WESTBENGAL,Doctorate
AITC,0,20000,300,WESTBENGAL,Graduate
SHS,8,20000,1300,MAHARASHTRA,Graduate
BJP,0,0,80000,GUJARAT,Doctorate
BJP,0,10000,0,MEGHALAYA,Graduate
YSRCP,15,150000,10000,ANDHRAPRADESH,Graduate
INC,1,30000,2700,ODISHA,Graduate
BJP,0,90000,800,CHHATTISGARH,Graduate
INC,1,10000,1500,HARYANA,Graduate Professional
AAP,0,20000,220000,PUNJAB,Graduate
DMK,4,110000,6900,TAMILNADU,Graduate Professional
BJP,0,230000,3600,PUNJAB,Graduate Professional
AAP,0,230000,2300,DELHI,Others
AAP,0,280000,61,PUNJAB,Others
SP,3,30000,20000,UTTARPRADESH,Graduate
DMK,3,110000,3900,TAMILNADU,Post Graduate
INC,1,210000,9300,RAJASTHAN,Graduate Professional
BJP,8,200000,10000,MAHARASHTRA,Graduate
YSRCP,3,60000,10000,ANDHRAPRADESH,10th Pass
SHS,0,40000,1300,MAHARASHTRA,12th Pass
DMK,9,30000,2300,PUDUCHERRY,10th Pass
BJP,0,20000,500,JHARKHAND,Graduate
JMM,2,0,2900,JHARKHAND,10th Pass
AAP,1,580000,5800,PUNJAB,Others
BJP,1,30000,100,WESTBENGAL,Graduate
BJP,13,30000,0,WESTBENGAL,Graduate
AITC,0,70000,300,WESTBENGAL,Graduate
INC,0,40000,20000,MADHYAPRADESH,Graduate Professional
JD(U),5,70000,1300,BIHAR,Graduate Professional
NDPP,0,80000,300,NAGALAND,Post Graduate
JMM,2,150000,200,JHARKHAND,Graduate
CPI,0,1300,0,TAMILNADU,Graduate Professional
INC,2,100000,3400,KARNATAKA,Post Graduate
YSRCP,0,910000,750000,WESTBENGAL,10th Pass
NCP,12,4000,0,RAJASTHAN,10th Pass
INC,1,30000,2650000,KARNATAKA,Post Graduate
BJD,2,170000,1600,ODISHA,12th Pass
BJD,6,10000,0,WESTBENGAL,Graduate Professional
SP,4,90000,10000,UTTARPRADESH,Post Graduate
DMK,99,1210000,90000,TAMILNADU,12th Pass
YSRCP,1,340000,230000,ANDHRAPRADESH,10th Pass
BJP,11,270000,10000,JHARKHAND,Doctorate
BJP,0,90000,40000,UTTARPRADESH,Post Graduate
INC,0,30000,1900,JHARKHAND,12th Pass
YSRCP,0,2420000,160000,ANDHRAPRADESH,Graduate Professional
BJP,0,10000,800,GUJARAT,Literate
BJP,0,1000,3500,UTTARAKHAND,Graduate
INC,0,480000,10000,MADHYAPRADESH,Post Graduate
Tipra Motha Party,0,1800,5500,TRIPURA,Post Graduate
BJP,0,0,1900,NAGALAND,Graduate
DMK,21,120000,1900,TAMILNADU,Post Graduate
RJD,0,20000,0,BIHAR,12th Pass
AITC,0,10000,6000,WESTBENGAL,Doctorate
BJP,3,5200,30000,WESTBENGAL,8th Pass
INC,1,70000,3000,GOA,Graduate
JD(U),1,70000,2900,BIHAR,Graduate
Sikkim Krantikari Morcha,0,70000,800,SIKKIM,Graduate
BJP,0,10000,1200,CHHATTISGARH,Post Graduate
INC,1,250000,40000,GOA,Others
AAP,0,2920000,3900,DELHI,Others
DMK,2,50000,30000,PUNJAB,Graduate Professional
AAP,0,230000,700,PUNJAB,Post Graduate
BJP,0,30000,500,NAGALAND,Graduate
RJD,5,20000,1700,BIHAR,Graduate
INC,0,30000,500,TAMILNADU,Graduate
YSRCP,4,80000,10000,ANDHRAPRADESH,Graduate
INC,0,100000,30000,HIMACHALPRADESH,Graduate
RJD,1,40000,0,BIHAR,Graduate
INC,2,220000,50,MAHARASHTRA,Graduate
JD(U),0,70000,2900,BIHAR,Graduate Professional
AAP,0,50000,10000,PUNJAB,12th Pass
AIADMK,0,90000,20000,TAMILNADU,10th Pass
INC,0,76,7500,KARNATAKA,Graduate Professional
AAP,0,2920000,0,PUNJAB,Graduate
YSRCP,2,60000,120000,KARNATAKA,Graduate
BJP,1,20000,1900,BIHAR,12th Pass
BJP,0,420000,4000,RAJASTHAN,Post Graduate
AAP,0,1300,82,GOA,Graduate
NPP,0,70000,1000,MANIPUR,Graduate
BJP,0,170000,4200,KARNATAKA,Graduate
INC,0,70000,800,HIMACHALPRADESH,10th Pass
NDPP,0,50000,0,NAGALAND,Graduate
INC,2,10000,1140000,BIHAR,Graduate
SP,6,3100,3400,BIHAR,Post Graduate
INC,9,170000,5100,KERALA,Graduate Professional
BJP,1,150000,6200,MAHARASHTRA,8th Pass
BJP,11,270000,10000,JHARKHAND,Doctorate
INC,0,40000,5500,UTTARAKHAND,Post Graduate
YSRCP,3,170000,110000,ANDHRAPRADESH,Post Graduate
INC,5,20000,94,MAHARASHTRA,Graduate Professional
INC,9,3700,3000,RAJASTHAN,10th Pass
YSRCP,3,90000,140000,ANDHRAPRADESH,Graduate
INC,19,14130000,2650000,KARNATAKA,Graduate
INC,1,480000,180000,GUJARAT,10th Pass
JD(U),0,70000,1210000,PUNJAB,Graduate
DMK,18,80000,8200,TAMILNADU,Graduate
INC,0,140000,0,MEGHALAYA,Graduate
BJP,0,30000,0,MEGHALAYA,Post Graduate
BJP,4,480000,2000,GUJARAT,Graduate Professional
DMK,0,130000,1100,TAMILNADU,Graduate Professional
RJD,4,30000,1200,BIHAR,Post Graduate
INC,10,30000,1600,KERALA,Graduate
INC,9,30000,6300,KARNATAKA,12th Pass
INC,1,580000,8400,KARNATAKA,Graduate Professional
BJP,4,40000,5000,UTTARPRADESH,Post Graduate
DMK,3,20000,3000,TAMILNADU,10th Pass
BJP,0,60000,600,MADHYAPRADESH,Post Graduate
BJP,7,110000,2400,UTTARPRADESH,Graduate Professional
Tipra Motha Party,0,9800,300,TRIPURA,Post Graduate
BJP,0,10000,600,CHHATTISGARH,Post Graduate
BJP,0,1480000,0,ASSAM,Graduate
BJP,0,170000,2600,RAJASTHAN,Graduate
YSRCP,0,6500,750000,GOA,10th Pass
BJP,4,0,0,UTTARPRADESH,Graduate Professional
JD(S),0,170000,30000,KARNATAKA,Post Graduate
INC,0,6700,1900,ASSAM,12th Pass
BJP,0,170000,4600,CHHATTISGARH,8th Pass
AAP,0,230000,9000,PUNJAB,Post Graduate
INC,7,10000,2400,GUJARAT,Graduate Professional
AITC,0,10000,0,GOA,10th Pass
BJP,0,6900,1300,HARYANA,Post Graduate
AIADMK,21,460000,7500,KERALA,10th Pass
BJP,0,6700,100,UTTARPRADESH,12th Pass
AITC,1,3900,5900,WESTBENGAL,Graduate
CPI,25,50000,0,TAMILNADU,Graduate Professional
YSRCP,0,160000,70000,ANDHRAPRADESH,10th Pass
INC,0,660000,570000,MADHYAPRADESH,Post Graduate
INC,1,260000,6700,KARNATAKA,10th Pass
BJP,0,440000,4800,UTTARAKHAND,Graduate Professional
INC,0,10000,800,WESTBENGAL,Doctorate
AITC,0,4700,190000,WESTBENGAL,Graduate
BJP,0,30000,5300,MADHYAPRADESH,Doctorate
AAP,6,10000,1600,DELHI,Graduate
JD(S),5,170000,760000,KARNATAKA,Graduate
BJP,1,170000,9900,MAHARASHTRA,10th Pass
NDPP,0,400,0,NAGALAND,Post Graduate
RJD,1,60000,2000,BIHAR,Graduate Professional
INC,3,170000,30000,WESTBENGAL,12th Pass
INC,9,10000,1800,KARNATAKA,Post Graduate
BJP,1,8400,0,WESTBENGAL,Post Graduate
INC,1,90000,1400,BIHAR,Post Graduate
SHS,8,200000,1300,MAHARASHTRA,Graduate
IND,9,2300,0,JHARKHAND,10th Pass
BJP,0,10000,1000,RAJASTHAN,5th Pass
AITC,2,4900,0,WESTBENGAL,Graduate
BJD,0,130000,100,ODISHA,Post Graduate
SP,2,90000,6700,UTTARPRADESH,10th Pass
AAP,0,10000,600,PUNJAB,Post Graduate
INC,9,10000,3000,GUJARAT,10th Pass
NPP,0,140000,0,MEGHALAYA,Post Graduate
DMK,21,120000,1900,TAMILNADU,Post Graduate
JMM,2,80000,2900,JHARKHAND,Graduate
AAP,0,1430000,1140000,PUNJAB,Post Graduate
SP,4,50000,1100,UTTARPRADESH,Post Graduate
INC,0,30000,8100,WESTBENGAL,Doctorate
YSRCP,0,1300000,6100,ANDHRAPRADESH,10th Pass
BJP,1,0,100,BIHAR,Graduate
DMK,1,30000,1100,TAMILNADU,Graduate Professional
AIADMK,3,0,20000,TAMILNADU,Graduate
BJP,10,150000,4600,KERALA,Post Graduate
INC,1,30000,400,BIHAR,Graduate
NPP,0,30000,400,MEGHALAYA,Graduate
SP,1,50000,3000,UTTARPRADESH,Graduate
INC,0,1220000,9400,WESTBENGAL,Graduate
YSRCP,0,30000,8100,WESTBENGAL,Doctorate
IND,0,40000,100000,RAJASTHAN,Graduate
BJP,0,3400,0,WESTBENGAL,Post Graduate
BJD,0,9300,40000,ODISHA,Post Graduate
SHS,1,500000,2330000,HIMACHALPRADESH,10th Pass
BJP,8,20000,2900,MAHARASHTRA,Post Graduate
BJP,8,20000,4600,JHARKHAND,Post Graduate
BJP,8,20000,0,MAHARASHTRA,Graduate
BJD,14,3000,0,ODISHA,Graduate
INC,0,170000,2800,KARNATAKA,10th Pass
BJP,1,210000,1700,BIHAR,Graduate
BJP,0,130000,6900,RAJASTHAN,Graduate Professional
INC,0,50000,8700,UTTARAKHAND,Graduate
BJP,0,320000,0,WESTBENGAL,Graduate
JMM,2,130000,100,JHARKHAND,10th Pass
BJP,0,30000,0,ARUNACHALPRADESH,Graduate
BJD,0,170000,15,ODISHA,12th Pass
INC,11,270000,10000,JHARKHAND,12th Pass
INC,0,100000,3800,MADHYAPRADESH,Graduate Professional
JMM,0,170000,40000,JHARKHAND,10th Pass
BJP,0,130000,50000,GUJARAT,10th Pass
BJP,1,60000,2900,BIHAR,Graduate Professional
CPI(M),1,6700,0,KERALA,Graduate
CPI(M),0,10000,1600,KERALA,Graduate
CPI(M),3,6400,8100,TRIPURA,8th Pass
BJP,0,60000,2400,MADHYAPRADESH,Graduate Professional
BJP,0,830000,5000,GUJARAT,10th Pass
INC,0,480000,1500,PUNJAB,10th Pass
DMK,0,90000,80000,UTTARPRADESH,Graduate Professional
NPP,0,140000,0,MANIPUR,Post Graduate
BJP,0,710000,80000,RAJASTHAN,Post Graduate
INC,1,210000,30000,KARNATAKA,12th Pass
YSRCP,15,270000,10000,ANDHRAPRADESH,Post Graduate
INC,1,100000,6000,CHHATTISGARH,Post Graduate
DMK,9,4500,2830000,TAMILNADU,Post Graduate
AAP,3,260000,9300,PUNJAB,Post Graduate
BJD,14,3000,0,ODISHA,Post Graduate
INC,9,10000,3000,PUDUCHERRY,12th Pass
BJP,0,30000,0,ARUNACHALPRADESH,Graduate Professional
BJP,0,4900,700,MEGHALAYA,8th Pass
DMK,12,70000,10000,TAMILNADU,Graduate
BJD,0,2500,300,MEGHALAYA,Post Graduate
INC,0,170000,20000,ASSAM,10th Pass
BJP,4,90000,1200,UTTARPRADESH,Graduate Professional
BJP,0,5300,100,WESTBENGAL,Graduate
CPI(M),13,30000,0,DELHI,Graduate Professional
INC,2,90000,3100,UTTARAKHAND,Graduate
DMK,22,290000,100,TAMILNADU,Graduate
IND,0,0,50000,RAJASTHAN,Post Graduate
BJP,0,0,3800,GUJARAT,12th Pass
NCP,1,200000,40000,MAHARASHTRA,10th Pass
BJP,0,90000,10000,TAMILNADU,Graduate
SHS,9,50000,1900,UTTARPRADESH,12th Pass
BJP,0,5300,800,DELHI,Graduate
NCP,1,250000,40000,MAHARASHTRA,10th Pass
JD(U),0,60000,100,BIHAR,Post Graduate
AAP,0,9100,60000,DELHI,Post Graduate
AAP,13,30000,0,DELHI,Graduate
INC,0,510000,1100,MAHARASHTRA,12th Pass
INC,0,30000,2100,RAJASTHAN,Post Graduate
DMK,0,1590000,9400,TAMILNADU,Graduate
SP,6,30000,900,WESTBENGAL,Graduate
BJP,1,10000,0,HARYANA,10th Pass
INC,9,10000,3000,PUDUCHERRY,10th Pass
AITC,7,3000,0,UTTARPRADESH,Graduate
AIADMK,0,90000,20000,TAMILNADU,10th Pass
BJP,0,10000,2100,CHHATTISGARH,Post Graduate
AITC,0,1600,100,WESTBENGAL,Graduate
AAP,0,100,170000,PUNJAB,Post Graduate
BJP,6,10000,6900,WESTBENGAL,Graduate Professional
YSRCP,2,100000,10000,ANDHRAPRADESH,Post Graduate
NPP,0,10000,7500,MANIPUR,Post Graduate
BJP,0,10000,300,TRIPURA,Post Graduate
YSRCP,7,0,70000,ANDHRAPRADESH,Graduate Professional
AAP,0,6800,120000,PUNJAB,Graduate
BJP,0,20000,100,ASSAM,Graduate
AAP,0,230000,0,DELHI,Post Graduate
JD(S),5,170000,760000,KARNATAKA,Graduate
BJP,0,10000,2300,GUJARAT,10th Pass
CPI,25,50000,0,TAMILNADU,12th Pass
BJP,0,80000,60000,GUJARAT,Doctorate
NPP,1,140000,30000,MEGHALAYA,Graduate
INC,11,270000,10000,JHARKHAND,Doctorate
TDP,0,3700,3900,ANDHRAPRADESH,10th Pass
IND,0,140000,50000,MAHARASHTRA,Post Graduate
NPP,0,140000,0,MEGHALAYA,Graduate
AAP,0,560000,60000,PUNJAB,12th Pass
BJP,0,20000,3300,GUJARAT,Literate
DMK,18,80000,8200,TAMILNADU,Graduate
YSRCP,2,90000,70000,ANDHRAPRADESH,10th Pass
BJP,1,20000,0,BIHAR,12th Pass
BJP,0,20000,9800,RAJASTHAN,Graduate Professional
YSRCP,7,2420000,160000,ANDHRAPRADESH,Graduate
INC,42,170000,30000,KARNATAKA,Graduate Professional
DMK,47,80000,100,TAMILNADU,Graduate
Sikkim Krantikari Morcha,0,10000,600,SIKKIM,Graduate
AITC,6,30000,0,WESTBENGAL,Graduate
BJD,0,9300,40000,ODISHA,Graduate
BJP,0,30000,400,HIMACHALPRADESH,Graduate
BJP,7,3400,3800,UTTARPRADESH,Graduate
SP,2,50000,3500,UTTARPRADESH,Post Graduate
YSRCP,4,510000,10000,ANDHRAPRADESH,10th Pass
JD(U),1,10000,100,BIHAR,Graduate
AITC,6,3400,1400,WESTBENGAL,Post Graduate
IND,0,40000,50000,RAJASTHAN,Post Graduate
AITC,6,70000,6000,WESTBENGAL,Doctorate
YSRCP,38,0,10000,ANDHRAPRADESH,Graduate
TDP,0,250000,3900,ANDHRAPRADESH,10th Pass
DMK,10,0,900,TAMILNADU,Graduate
RJD,1,70000,1200,BIHAR,Graduate
BJP,1,0,7100,UTTARPRADESH,Graduate Professional
AAP,13,30000,0,DELHI,Graduate
INC,42,490000,70000,KARNATAKA,Graduate
BJP,4,10000,0,UTTARPRADESH,12th Pass
AITC,0,5900,1600,WESTBENGAL,Graduate
JD(S),0,1890000,30000,KARNATAKA,Graduate
BJP,1,9400,4400,JHARKHAND,Post Graduate
YSRCP,15,2420000,10000,ANDHRAPRADESH,8th Pass
BJP,0,10000,500,JHARKHAND,Post Graduate
BJP,23,30000,1900,KERALA,12th Pass
BJP,1,210000,2200,KARNATAKA,12th Pass
AITC,4,30000,10000,WESTBENGAL,Graduate
DMK,1,20000,140000,TAMILNADU,Graduate
BJP,0,490000,1200,MADHYAPRADESH,Post Graduate
BJP,0,1900,1200,TRIPURA,12th Pass
SHS,0,200000,1300,MAHARASHTRA,Graduate
BJP,0,20000,0,ARUNACHALPRADESH,Graduate
INC,0,30000,2600,HIMACHALPRADESH,Graduate
NPP,14,3000,0,MEGHALAYA,Graduate
BJP,0,270000,3800,MADHYAPRADESH,Post Graduate
AAP,0,190000,120000,DELHI,Others
SP,4,40000,10000,UTTARPRADESH,Graduate
BJP,2,50000,2500,UTTARAKHAND,Graduate
AITC,0,300,0,WESTBENGAL,Doctorate
DMK,18,80000,8200,TAMILNADU,Graduate
NDPP,0,3900,0,NAGALAND,Graduate
BJP,0,30000,10000,HIMACHALPRADESH,Graduate
AAP,13,30000,0,DELHI,Graduate Professional
CPI(M),0,100000,3900,MEGHALAYA,Post Graduate
BJP,0,30000,6900,UTTARAKHAND,Graduate Professional
BJP,1,40000,570000,RAJASTHAN,Post Graduate
SHS,1,0,2400,MAHARASHTRA,12th Pass
BJP,0,30000,3300,GUJARAT,10th Pass
BJP,0,40000,5300,UTTARPRADESH,Post Graduate
BJP,3,20000,140000,BIHAR,12th Pass
INC,1,10000,1300,KERALA,Graduate Professional
BJP,5,450000,8400,WESTBENGAL,Graduate
INC,2,700000,340000,KARNATAKA,10th Pass
AAP,1,5800,3600,DELHI,Post Graduate
BJP,1,1480000,0,WESTBENGAL,Graduate
IND,1,6900,5400,GOA,Graduate
YSRCP,0,6600,160000,ANDHRAPRADESH,12th Pass
RJD,0,20000,2300,BIHAR,Graduate
INC,0,60000,30000,ARUNACHALPRADESH,Graduate
BJP,0,10000,4500,MADHYAPRADESH,Post Graduate
INC,0,10000,1300,HARYANA,10th Pass
BJP,1,10000,8000,RAJASTHAN,Post Graduate
AIADMK,4,460000,6000,TAMILNADU,10th Pass
BJP,0,1300,1000,UTTARPRADESH,5th Pass
BJP,1,100000,3800,RAJASTHAN,Graduate
BJD,1,80000,300,BIHAR,Post Graduate
SHS,3,4500,8500,MAHARASHTRA,Graduate
IND,0,280000,110000,GOA,Others
BJP,0,320000,130000,GUJARAT,Post Graduate
RJD,1,20000,2200,RAJASTHAN,Post Graduate
BJP,1,20000,9900,MAHARASHTRA,Graduate
BJP,0,30000,400,RAJASTHAN,Graduate
BJP,0,0,4700,HIMACHALPRADESH,Post Graduate
INC,0,10000,0,BIHAR,Graduate
JD(U),1,80000,1200,BIHAR,Graduate
BJP,0,90000,2300,RAJASTHAN,Post Graduate
AITC,0,30000,4000,WESTBENGAL,Graduate
NPP,0,140000,1600,MEGHALAYA,Graduate
RJD,1,10000,1200,BIHAR,Post Graduate
INC,2,90000,2700,MAHARASHTRA,Graduate Professional
IND,0,180000,0,ASSAM,Graduate
BJP,1,8900,40000,MAHARASHTRA,Post Graduate
AITC,1,50000,800,WESTBENGAL,Graduate
NCP,0,70,0,BIHAR,Graduate
AITC,0,10000,0,WESTBENGAL,Graduate
INC,8,20000,80000,BIHAR,Post Graduate
BJP,0,10000,1200,SIKKIM,Graduate
INC,0,170000,3900,TAMILNADU,Graduate Professional
AAP,0,10000,2300,PUNJAB,Post Graduate
INC,0,40000,6300,MADHYAPRADESH,Post Graduate
BJP,0,90000,6800,UTTARAKHAND,Graduate
INC,3,0,2800,KARNATAKA,Graduate
BJP,2,90000,340000,UTTARPRADESH,Post Graduate
AAP,0,1400,400,DELHI,Others
AAP,0,1700,3800,PUNJAB,Graduate
INC,14,30000,3500,ODISHA,12th Pass
BJP,0,280000,5000,GOA,10th Pass
BJP,1,210000,10000,MAHARASHTRA,Others
AITC,3,20000,100,WESTBENGAL,Graduate
AITC,0,8800,0,WESTBENGAL,12th Pass
AAP,0,250000,340000,PUNJAB,Others
JD(S),0,20000,300,WESTBENGAL,Graduate
DMK,18,80000,8200,TAMILNADU,Graduate
NCP,1,6500,100000,GUJARAT,10th Pass
BJP,11,270000,10000,JHARKHAND,Doctorate
BJP,0,4600,2500,CHHATTISGARH,12th Pass
YSRCP,4,0,10000,ANDHRAPRADESH,Post Graduate
BJP,0,6700,1100,ANDHRAPRADESH,12th Pass
BJP,1,40000,1100,BIHAR,Graduate
INC,0,7200,180000,KARNATAKA,Post Graduate
INC,0,340000,2300,KARNATAKA,10th Pass
BJD,0,190000,10000,WESTBENGAL,Graduate
JD(U),4,20000,0,BIHAR,Post Graduate
JMM,2,80000,200,JHARKHAND,10th Pass
INC,0,170000,9800,ASSAM,10th Pass
DMK,29,10000,1200,TAMILNADU,Graduate
AITC,1,50000,0,WESTBENGAL,Graduate
IND,0,180000,5500,HIMACHALPRADESH,Post Graduate
IND,2,80000,200,JHARKHAND,10th Pass
AIADMK,3,30000,10000,TAMILNADU,Graduate
AIADMK,0,30000,2200,TAMILNADU,10th Pass
BJP,0,0,5300,UTTARPRADESH,Post Graduate
DMK,29,2300,1200,TAMILNADU,10th Pass
SHS,3,160000,1300,MAHARASHTRA,Graduate
Sikkim Krantikari Morcha,0,10000,100,SIKKIM,Graduate
BJP,2,0,6900,WESTBENGAL,Graduate Professional
BJP,1,8800,1600,KERALA,Graduate Professional
CPI(M),5,130000,0,KERALA,Graduate Professional
AITC,0,190000,0,WESTBENGAL,Graduate
INC,0,150000,30000,ANDHRAPRADESH,10th Pass
NCP,2,20000,7600,MAHARASHTRA,Graduate
CPI(M),1,30000,0,KERALA,Graduate Professional
AITC,0,0,300,WESTBENGAL,Graduate
AITC,0,1600,800,WESTBENGAL,12th Pass
YSRCP,0,0,500,ANDHRAPRADESH,Doctorate
INC,9,340000,3000,PUDUCHERRY,10th Pass
BJP,0,40000,0,CHHATTISGARH,Post Graduate
SHS,0,40000,10000,MAHARASHTRA,Graduate
CPI(M),0,70000,500,NAGALAND,Graduate
NDPP,0,5300,0,NAGALAND,Graduate
BJP,0,100000,4900,HARYANA,Graduate
NDPP,0,230000,0,NAGALAND,Graduate
INC,1,50000,5700,HIMACHALPRADESH,Post Graduate
TDP,0,710000,18,ANDHRAPRADESH,Graduate
INC,1,30000,10000,ASSAM,Post Graduate
RJD,0,60000,0,BIHAR,Graduate
INC,3,20000,30000,MAHARASHTRA,8th Pass
BJP,0,0,3400,ASSAM,Graduate Professional
RJD,0,20000,1200,BIHAR,Graduate Professional
BJP,0,10000,6300,RAJASTHAN,Post Graduate
BJP,7,5700,760000,WESTBENGAL,Graduate Professional
YSRCP,3,2200,70000,ANDHRAPRADESH,Graduate
BJP,0,10000,400,JHARKHAND,Literate
INC,1,7500,8500,PUNJAB,8th Pass
INC,14,40000,2200,MADHYAPRADESH,Graduate
AAP,2,20000,220000,PUNJAB,Graduate
BJP,0,7300,280000,RAJASTHAN,Graduate
YSRCP,3,160000,70000,ANDHRAPRADESH,Graduate
AITC,1,8300,0,WESTBENGAL,10th Pass
CPI(M),10,170000,100,KERALA,Graduate Professional
BJP,1,20000,80000,MAHARASHTRA,Post Graduate
INC,1,100000,760000,KARNATAKA,Graduate
